Gamekey,Home_team,Away_Team,Day_of_week,Month,Day,Year,Week,Player_Short_Name,Player_Team,Home_Team,fumbles_rec,fumbles_yds,fumbles_rec_tds,fumbles_lost,fumble_lost_FF_pts,fumble_tds_FF_pts,total_FF_pts
56009,OAK,TEN,Sun,11,24,2013,12,R.Fitzpatrick,TEN,False,0,0,0,0,0.0,0.0,0.0
56009,OAK,TEN,Sun,11,24,2013,12,D.Wylie,TEN,False,0,0,0,0,0.0,0.0,0.0
56009,OAK,TEN,Sun,11,24,2013,12,J.Casey,TEN,False,0,0,0,0,0.0,0.0,0.0
56010,NYG,DAL,Sun,11,24,2013,12,V.Cruz,NYG,True,0,0,0,1,-2.0,0.0,-2.0
56010,NYG,DAL,Sun,11,24,2013,12,D.Bryant,DAL,False,0,0,0,0,0.0,0.0,0.0
56010,NYG,DAL,Sun,11,24,2013,12,J.Heath,DAL,False,0,50,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,T.Brady,NE,True,0,0,0,1,-2.0,0.0,-2.0
56011,NE,DEN,Sun,11,24,2013,12,S.Ridley,NE,True,0,0,0,1,-2.0,0.0,-2.0
56011,NE,DEN,Sun,11,24,2013,12,L.Blount,NE,True,0,0,0,1,-2.0,0.0,-2.0
56011,NE,DEN,Sun,11,24,2013,12,J.Edelman,NE,True,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,M.Cole,NE,True,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,M.Buchanan,NE,True,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,N.Ebner,NE,True,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,B.Spikes,NE,True,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,P.Manning,DEN,False,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,M.Ball,DEN,False,0,0,0,1,-2.0,0.0,-2.0
56011,NE,DEN,Sun,11,24,2013,12,C.Anderson,DEN,False,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,T.Knighton,DEN,False,0,13,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,D.Trevathan,DEN,False,0,0,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,T.Carter,DEN,False,0,0,0,1,-2.0,0.0,-2.0
56011,NE,DEN,Sun,11,24,2013,12,V.Miller,DEN,False,0,60,0,0,0.0,0.0,0.0
56011,NE,DEN,Sun,11,24,2013,12,T.Holliday,DEN,False,0,0,0,1,-2.0,0.0,-2.0
56012,WAS,SF,Mon,11,25,2013,12,R.Griffin,WAS,True,0,0,0,0,0.0,0.0,0.0
56012,WAS,SF,Mon,11,25,2013,12,P.Garcon,WAS,True,0,0,0,0,0.0,0.0,0.0
56012,WAS,SF,Mon,11,25,2013,12,B.Meriweather,WAS,True,0,0,0,0,0.0,0.0,0.0
56012,WAS,SF,Mon,11,25,2013,12,C.Kaepernick,SF,False,0,0,0,0,0.0,0.0,0.0
56012,WAS,SF,Mon,11,25,2013,12,V.Davis,SF,False,0,0,0,1,-2.0,0.0,-2.0
56012,WAS,SF,Mon,11,25,2013,12,L.James,SF,False,0,0,0,0,0.0,0.0,0.0
56013,DET,GB,Thu,11,28,2013,13,M.Stafford,DET,True,0,0,0,1,-2.0,0.0,-2.0
56013,DET,GB,Thu,11,28,2013,13,R.Bush,DET,True,0,0,0,1,-2.0,0.0,-2.0
56013,DET,GB,Thu,11,28,2013,13,W.Young,DET,True,0,0,0,0,0.0,0.0,0.0
56013,DET,GB,Thu,11,28,2013,13,C.Mosley,DET,True,0,0,0,0,0.0,0.0,0.0
56013,DET,GB,Thu,11,28,2013,13,M.Flynn,GB,False,0,-5,0,2,-4.0,0.0,-4.0
56013,DET,GB,Thu,11,28,2013,13,M.Burnett,GB,False,0,9,0,0,0.0,0.0,0.0
56014,DAL,OAK,Thu,11,28,2013,13,T.Romo,DAL,True,0,0,0,0,0.0,0.0,0.0
56014,DAL,OAK,Thu,11,28,2013,13,D.Bryant,DAL,True,0,0,0,0,0.0,0.0,0.0
56014,DAL,OAK,Thu,11,28,2013,13,T.Williams,DAL,True,0,0,0,1,-2.0,0.0,-2.0
56014,DAL,OAK,Thu,11,28,2013,13,T.Smith,DAL,True,0,0,0,0,0.0,0.0,0.0
56014,DAL,OAK,Thu,11,28,2013,13,K.Wilber,DAL,True,0,0,0,0,0.0,0.0,0.0
56014,DAL,OAK,Thu,11,28,2013,13,G.Jenkins,OAK,False,0,23,0,0,0.0,0.0,0.0
56014,DAL,OAK,Thu,11,28,2013,13,S.Wisniewski,OAK,False,0,-4,0,1,-2.0,0.0,-2.0
56015,BAL,PIT,Thu,11,28,2013,13,J.Flacco,BAL,True,0,0,0,0,0.0,0.0,0.0
56015,BAL,PIT,Thu,11,28,2013,13,M.Yanda,BAL,True,0,0,0,0,0.0,0.0,0.0
56016,CAR,TB,Sun,12,1,2013,13,D.Edwards,CAR,True,0,0,0,0,0.0,0.0,0.0
56016,CAR,TB,Sun,12,1,2013,13,M.Glennon,TB,False,0,0,0,1,-2.0,0.0,-2.0
56017,CLE,JAC,Sun,12,1,2013,13,B.Weeden,CLE,True,0,0,0,1,-2.0,0.0,-2.0
56017,CLE,JAC,Sun,12,1,2013,13,F.Whittaker,CLE,True,0,0,0,0,0.0,0.0,0.0
56017,CLE,JAC,Sun,12,1,2013,13,A.Mack,CLE,True,0,-14,0,0,0.0,0.0,0.0
56017,CLE,JAC,Sun,12,1,2013,13,C.Harbor,JAC,False,0,0,0,0,0.0,0.0,0.0
56017,CLE,JAC,Sun,12,1,2013,13,S.Marks,JAC,False,0,15,0,0,0.0,0.0,0.0
56017,CLE,JAC,Sun,12,1,2013,13,D.Noble,JAC,False,0,0,0,0,0.0,0.0,0.0
56018,IND,TEN,Sun,12,1,2013,13,A.Luck,IND,True,0,0,0,0,0.0,0.0,0.0
56018,IND,TEN,Sun,12,1,2013,13,D.Brown,IND,True,0,0,0,0,0.0,0.0,0.0
56018,IND,TEN,Sun,12,1,2013,13,J.Freeman,IND,True,0,24,0,0,0.0,0.0,0.0
56018,IND,TEN,Sun,12,1,2013,13,C.Rainey,IND,True,0,0,0,0,0.0,0.0,0.0
56018,IND,TEN,Sun,12,1,2013,13,S.Brown,IND,True,0,6,0,0,0.0,0.0,0.0
56018,IND,TEN,Sun,12,1,2013,13,R.Fitzpatrick,TEN,False,0,0,0,1,-2.0,0.0,-2.0
56019,KC,DEN,Sun,12,1,2013,13,J.Charles,KC,True,0,0,0,0,0.0,0.0,0.0
56019,KC,DEN,Sun,12,1,2013,13,A.Fasano,KC,True,0,0,0,0,0.0,0.0,0.0
56020,MIN,CHI,Sun,12,1,2013,13,M.Cassel,MIN,True,0,-3,0,0,0.0,0.0,0.0
56020,MIN,CHI,Sun,12,1,2013,13,M.Mitchell,MIN,True,0,0,0,0,0.0,0.0,0.0
56020,MIN,CHI,Sun,12,1,2013,13,J.McCown,CHI,False,0,0,0,0,0.0,0.0,0.0
56020,MIN,CHI,Sun,12,1,2013,13,K.Long,CHI,False,0,0,0,1,-2.0,0.0,-2.0
56020,MIN,CHI,Sun,12,1,2013,13,J.Bushrod,CHI,False,0,0,0,0,0.0,0.0,0.0
56021,NYJ,MIA,Sun,12,1,2013,13,M.Simms,NYJ,True,0,-2,0,1,-2.0,0.0,-2.0
56021,NYJ,MIA,Sun,12,1,2013,13,P.Wheeler,MIA,False,0,0,0,0,0.0,0.0,0.0
56022,PHI,ARI,Sun,12,1,2013,13,N.Foles,PHI,True,0,-2,0,0,0.0,0.0,0.0
56022,PHI,ARI,Sun,12,1,2013,13,B.Smith,PHI,True,0,-4,0,0,0.0,0.0,0.0
56022,PHI,ARI,Sun,12,1,2013,13,B.Logan,PHI,True,0,0,0,0,0.0,0.0,0.0
56022,PHI,ARI,Sun,12,1,2013,13,C.Palmer,ARI,False,0,0,0,1,-2.0,0.0,-2.0
56022,PHI,ARI,Sun,12,1,2013,13,A.Cason,ARI,False,0,16,0,0,0.0,0.0,0.0
56022,PHI,ARI,Sun,12,1,2013,13,J.Arenas,ARI,False,0,0,0,0,0.0,0.0,0.0
56023,BUF,ATL,Sun,12,1,2013,13,E.Manuel,BUF,True,0,-5,0,0,0.0,0.0,0.0
56023,BUF,ATL,Sun,12,1,2013,13,S.Chandler,BUF,True,0,0,0,1,-2.0,0.0,-2.0
56023,BUF,ATL,Sun,12,1,2013,13,S.Johnson,BUF,True,0,0,0,1,-2.0,0.0,-2.0
56023,BUF,ATL,Sun,12,1,2013,13,L.McKelvin,BUF,True,0,0,0,0,0.0,0.0,0.0
56023,BUF,ATL,Sun,12,1,2013,13,K.Alonso,BUF,True,0,0,0,0,0.0,0.0,0.0
56023,BUF,ATL,Sun,12,1,2013,13,M.Ryan,ATL,False,0,-2,0,1,-2.0,0.0,-2.0
56023,BUF,ATL,Sun,12,1,2013,13,R.Alford,ATL,False,0,-5,0,0,0.0,0.0,0.0
56023,BUF,ATL,Sun,12,1,2013,13,W.Moore,ATL,False,0,0,0,0,0.0,0.0,0.0
56023,BUF,ATL,Sun,12,1,2013,13,D.Trufant,ATL,False,0,18,0,0,0.0,0.0,0.0
56024,SF,STL,Sun,12,1,2013,13,F.Gore,SF,True,0,0,0,1,-2.0,0.0,-2.0
56024,SF,STL,Sun,12,1,2013,13,L.James,SF,True,0,0,0,0,0.0,0.0,0.0
56024,SF,STL,Sun,12,1,2013,13,R.McLeod,STL,False,0,9,0,0,0.0,0.0,0.0
56026,SD,CIN,Sun,12,1,2013,13,K.Allen,SD,True,0,0,0,1,-2.0,0.0,-2.0
56026,SD,CIN,Sun,12,1,2013,13,A.Gates,SD,True,0,0,0,1,-2.0,0.0,-2.0
56026,SD,CIN,Sun,12,1,2013,13,E.Weddle,SD,True,0,27,0,0,0.0,0.0,0.0
56026,SD,CIN,Sun,12,1,2013,13,B.Green-Ellis,CIN,False,0,0,0,1,-2.0,0.0,-2.0
56026,SD,CIN,Sun,12,1,2013,13,V.Rey,CIN,False,0,0,0,0,0.0,0.0,0.0
56026,SD,CIN,Sun,12,1,2013,13,G.Iloka,CIN,False,0,0,0,0,0.0,0.0,0.0
56027,WAS,NYG,Sun,12,1,2013,13,P.Garcon,WAS,True,0,0,0,1,-2.0,0.0,-2.0
56027,WAS,NYG,Sun,12,1,2013,13,S.Rocca,WAS,True,0,0,0,0,0.0,0.0,0.0
56027,WAS,NYG,Sun,12,1,2013,13,K.Nelson,WAS,True,0,0,0,0,0.0,0.0,0.0
56027,WAS,NYG,Sun,12,1,2013,13,R.Randle,NYG,False,0,0,0,0,0.0,0.0,0.0
56027,WAS,NYG,Sun,12,1,2013,13,W.Hill,NYG,False,0,6,0,0,0.0,0.0,0.0
56028,SEA,NO,Mon,12,2,2013,13,M.Lynch,SEA,True,0,0,0,0,0.0,0.0,0.0
56028,SEA,NO,Mon,12,2,2013,13,M.Bennett,SEA,True,0,22,0,0,0.0,0.0,0.0
56028,SEA,NO,Mon,12,2,2013,13,M.Unger,SEA,True,0,0,0,0,0.0,0.0,0.0
56028,SEA,NO,Mon,12,2,2013,13,D.Brees,NO,False,0,0,0,1,-2.0,0.0,-2.0
56029,JAC,HOU,Thu,12,5,2013,14,C.Keenum,HOU,False,0,0,0,0,0.0,0.0,0.0
56029,JAC,HOU,Thu,12,5,2013,14,B.Brooks,HOU,False,0,0,0,0,0.0,0.0,0.0
56030,BAL,MIN,Sun,12,8,2013,14,T.Smith,BAL,True,0,0,0,0,0.0,0.0,0.0
56030,BAL,MIN,Sun,12,8,2013,14,M.Elam,BAL,True,0,0,0,0,0.0,0.0,0.0
56030,BAL,MIN,Sun,12,8,2013,14,T.Gerhart,MIN,False,0,0,0,1,-2.0,0.0,-2.0
56030,BAL,MIN,Sun,12,8,2013,14,A.Peterson,MIN,False,0,0,0,0,0.0,0.0,0.0
56030,BAL,MIN,Sun,12,8,2013,14,J.Carlson,MIN,False,0,0,0,0,0.0,0.0,0.0
56030,BAL,MIN,Sun,12,8,2013,14,J.Simpson,MIN,False,0,0,0,0,0.0,0.0,0.0
56031,CIN,IND,Sun,12,8,2013,14,C.Rainey,IND,False,0,0,0,0,0.0,0.0,0.0
56032,NE,CLE,Sun,12,8,2013,14,T.Brady,NE,True,0,0,0,1,-2.0,0.0,-2.0
56032,NE,CLE,Sun,12,8,2013,14,J.Hughes,CLE,False,0,0,0,0,0.0,0.0,0.0
56033,NYJ,OAK,Sun,12,8,2013,14,C.Ivory,NYJ,True,0,0,0,0,0.0,0.0,0.0
56033,NYJ,OAK,Sun,12,8,2013,14,M.McGloin,OAK,False,0,-1,0,0,0.0,0.0,0.0
56034,NO,CAR,Sun,12,8,2013,14,D.Brees,NO,True,0,0,0,0,0.0,0.0,0.0
56034,NO,CAR,Sun,12,8,2013,14,J.Collins,NO,True,0,0,0,0,0.0,0.0,0.0
56035,PHI,DET,Sun,12,8,2013,14,N.Foles,PHI,True,0,-8,0,0,0.0,0.0,0.0
56035,PHI,DET,Sun,12,8,2013,14,P.Chung,PHI,True,0,0,0,0,0.0,0.0,0.0
56035,PHI,DET,Sun,12,8,2013,14,M.Kendricks,PHI,True,0,0,0,0,0.0,0.0,0.0
56035,PHI,DET,Sun,12,8,2013,14,C.Barwin,PHI,True,0,0,0,0,0.0,0.0,0.0
56035,PHI,DET,Sun,12,8,2013,14,M.Stafford,DET,False,0,-21,0,1,-2.0,0.0,-2.0
56035,PHI,DET,Sun,12,8,2013,14,J.Bell,DET,False,0,0,0,2,-4.0,0.0,-4.0
56035,PHI,DET,Sun,12,8,2013,14,A.Fluellen,DET,False,0,0,0,0,0.0,0.0,0.0
56036,PIT,MIA,Sun,12,8,2013,14,B.Roethlisberger,PIT,True,0,0,0,1,-2.0,0.0,-2.0
56036,PIT,MIA,Sun,12,8,2013,14,R.Tannehill,MIA,False,0,0,0,0,0.0,0.0,0.0
56036,PIT,MIA,Sun,12,8,2013,14,R.Starks,MIA,False,0,0,0,0,0.0,0.0,0.0
56036,PIT,MIA,Sun,12,8,2013,14,M.Thigpen,MIA,False,0,0,0,0,0.0,0.0,0.0
56037,TB,BUF,Sun,12,8,2013,14,M.Glennon,TB,True,0,0,0,0,0.0,0.0,0.0
56037,TB,BUF,Sun,12,8,2013,14,J.Zuttah,TB,True,0,-14,0,0,0.0,0.0,0.0
56037,TB,BUF,Sun,12,8,2013,14,D.Goldson,TB,True,0,0,0,0,0.0,0.0,0.0
56037,TB,BUF,Sun,12,8,2013,14,L.McKelvin,BUF,False,0,0,0,1,-2.0,0.0,-2.0
56037,TB,BUF,Sun,12,8,2013,14,D.Searcy,BUF,False,0,0,0,0,0.0,0.0,0.0
56038,WAS,KC,Sun,12,8,2013,14,K.Cousins,WAS,True,0,0,0,0,0.0,0.0,0.0
56038,WAS,KC,Sun,12,8,2013,14,L.Paulsen,WAS,True,0,0,0,1,-2.0,0.0,-2.0
56038,WAS,KC,Sun,12,8,2013,14,T.Polumbus,WAS,True,0,0,0,0,0.0,0.0,0.0
56038,WAS,KC,Sun,12,8,2013,14,R.Parker,KC,False,0,20,0,0,0.0,0.0,0.0
56039,DEN,TEN,Sun,12,8,2013,14,M.Adams,DEN,True,0,0,0,0,0.0,0.0,0.0
56039,DEN,TEN,Sun,12,8,2013,14,C.Johnson,TEN,False,0,0,0,1,-2.0,0.0,-2.0
56040,ARI,STL,Sun,12,8,2013,14,J.Dray,ARI,True,0,0,0,1,-2.0,0.0,-2.0
56040,ARI,STL,Sun,12,8,2013,14,K.Clemens,STL,False,0,0,0,0,0.0,0.0,0.0
56040,ARI,STL,Sun,12,8,2013,14,Z.Stacy,STL,False,0,1,0,0,0.0,0.0,0.0
56040,ARI,STL,Sun,12,8,2013,14,J.Jenkins,STL,False,0,0,0,0,0.0,0.0,0.0
56041,SD,NYG,Sun,12,8,2013,14,P.Rivers,SD,True,0,0,0,1,-2.0,0.0,-2.0
56041,SD,NYG,Sun,12,8,2013,14,M.Gilchrist,SD,True,0,0,0,0,0.0,0.0,0.0
56041,SD,NYG,Sun,12,8,2013,14,A.Brown,NYG,False,0,0,0,1,-2.0,0.0,-2.0
56041,SD,NYG,Sun,12,8,2013,14,C.Jenkins,NYG,False,0,0,0,0,0.0,0.0,0.0
56042,SF,SEA,Sun,12,8,2013,14,R.Wilson,SEA,False,0,0,0,0,0.0,0.0,0.0
56043,GB,ATL,Sun,12,8,2013,14,M.Flynn,GB,True,0,0,0,1,-2.0,0.0,-2.0
56043,GB,ATL,Sun,12,8,2013,14,J.Jolly,GB,True,0,0,0,0,0.0,0.0,0.0
56043,GB,ATL,Sun,12,8,2013,14,M.Ryan,ATL,False,0,0,0,1,-2.0,0.0,-2.0
56043,GB,ATL,Sun,12,8,2013,14,M.Goodman,ATL,False,0,0,0,0,0.0,0.0,0.0
56045,DEN,SD,Thu,12,12,2013,15,M.Scifres,SD,False,0,0,0,0,0.0,0.0,0.0
56046,ATL,WAS,Sun,12,15,2013,15,M.Ryan,ATL,True,0,0,0,1,-2.0,0.0,-2.0
56046,ATL,WAS,Sun,12,15,2013,15,M.Goodman,ATL,True,0,13,0,0,0.0,0.0,0.0
56046,ATL,WAS,Sun,12,15,2013,15,W.Moore,ATL,True,0,0,0,0,0.0,0.0,0.0
56046,ATL,WAS,Sun,12,15,2013,15,J.Babineaux,ATL,True,0,8,0,0,0.0,0.0,0.0
56046,ATL,WAS,Sun,12,15,2013,15,R.McClain,ATL,True,0,0,0,0,0.0,0.0,0.0
56046,ATL,WAS,Sun,12,15,2013,15,K.Cousins,WAS,False,0,0,0,1,-2.0,0.0,-2.0
56046,ATL,WAS,Sun,12,15,2013,15,A.Morris,WAS,False,0,0,0,2,-4.0,0.0,-4.0
56046,ATL,WAS,Sun,12,15,2013,15,S.Moss,WAS,False,0,0,0,2,-4.0,0.0,-4.0
56046,ATL,WAS,Sun,12,15,2013,15,B.Orakpo,WAS,False,0,0,0,0,0.0,0.0,0.0
56047,CLE,CHI,Sun,12,15,2013,15,T.Ward,CLE,True,0,51,0,0,0.0,0.0,0.0
56047,CLE,CHI,Sun,12,15,2013,15,M.Bennett,CHI,False,0,0,0,1,-2.0,0.0,-2.0
56048,IND,HOU,Sun,12,15,2013,15,T.Richardson,IND,True,0,0,0,0,0.0,0.0,0.0
56048,IND,HOU,Sun,12,15,2013,15,C.Keenum,HOU,False,0,0,0,0,0.0,0.0,0.0
56048,IND,HOU,Sun,12,15,2013,15,B.Tate,HOU,False,0,0,0,0,0.0,0.0,0.0
56048,IND,HOU,Sun,12,15,2013,15,A.Johnson,HOU,False,0,0,0,0,0.0,0.0,0.0
56048,IND,HOU,Sun,12,15,2013,15,D.Brown,HOU,False,0,0,0,0,0.0,0.0,0.0
56048,IND,HOU,Sun,12,15,2013,15,G.Jones,HOU,False,0,0,0,0,0.0,0.0,0.0
56049,JAC,BUF,Sun,12,15,2013,15,D.Robinson,JAC,True,0,0,0,1,-2.0,0.0,-2.0
56049,JAC,BUF,Sun,12,15,2013,15,M.Brown,JAC,True,0,0,0,1,-2.0,0.0,-2.0
56049,JAC,BUF,Sun,12,15,2013,15,S.Marks,JAC,True,0,0,0,0,0.0,0.0,0.0
56049,JAC,BUF,Sun,12,15,2013,15,E.Manuel,BUF,False,0,0,0,1,-2.0,0.0,-2.0
56049,JAC,BUF,Sun,12,15,2013,15,N.Robey,BUF,False,0,0,0,0,0.0,0.0,0.0
56050,MIA,NE,Sun,12,15,2013,15,M.Thigpen,MIA,True,0,0,0,0,0.0,0.0,0.0
56050,MIA,NE,Sun,12,15,2013,15,J.Denney,MIA,True,0,-7,0,1,-2.0,0.0,-2.0
56050,MIA,NE,Sun,12,15,2013,15,N.Ebner,NE,False,0,0,0,0,0.0,0.0,0.0
56052,NYG,SEA,Sun,12,15,2013,15,E.Manning,NYG,True,0,0,0,0,0.0,0.0,0.0
56052,NYG,SEA,Sun,12,15,2013,15,D.Diehl,NYG,True,0,0,0,0,0.0,0.0,0.0
56052,NYG,SEA,Sun,12,15,2013,15,R.Wilson,SEA,False,0,0,0,0,0.0,0.0,0.0
56052,NYG,SEA,Sun,12,15,2013,15,R.Sherman,SEA,False,0,0,0,0,0.0,0.0,0.0
56053,STL,NO,Sun,12,15,2013,15,R.Quinn,STL,True,0,2,0,0,0.0,0.0,0.0
56053,STL,NO,Sun,12,15,2013,15,D.Brees,NO,False,0,0,0,1,-2.0,0.0,-2.0
56054,TB,SF,Sun,12,15,2013,15,E.Page,TB,True,0,0,0,1,-2.0,0.0,-2.0
56054,TB,SF,Sun,12,15,2013,15,K.Hunter,SF,False,0,2,0,0,0.0,0.0,0.0
56054,TB,SF,Sun,12,15,2013,15,B.Miller,SF,False,0,0,0,0,0.0,0.0,0.0
56054,TB,SF,Sun,12,15,2013,15,G.Celek,SF,False,0,0,0,0,0.0,0.0,0.0
56055,TEN,ARI,Sun,12,15,2013,15,R.Fitzpatrick,TEN,True,0,0,0,0,0.0,0.0,0.0
56055,TEN,ARI,Sun,12,15,2013,15,B.Schwenke,TEN,True,0,2,0,0,0.0,0.0,0.0
56055,TEN,ARI,Sun,12,15,2013,15,P.Bailey,TEN,True,0,0,0,1,-2.0,0.0,-2.0
56055,TEN,ARI,Sun,12,15,2013,15,L.Washington,TEN,True,0,0,0,0,0.0,0.0,0.0
56055,TEN,ARI,Sun,12,15,2013,15,C.Palmer,ARI,False,0,0,0,0,0.0,0.0,0.0
56055,TEN,ARI,Sun,12,15,2013,15,L.Sendlein,ARI,False,0,-7,0,0,0.0,0.0,0.0
56055,TEN,ARI,Sun,12,15,2013,15,A.Cason,ARI,False,0,0,0,0,0.0,0.0,0.0
56057,OAK,KC,Sun,12,15,2013,15,M.McGloin,OAK,True,0,-11,0,1,-2.0,0.0,-2.0
56057,OAK,KC,Sun,12,15,2013,15,T.Jones,OAK,True,0,0,0,1,-2.0,0.0,-2.0
56057,OAK,KC,Sun,12,15,2013,15,S.McGee,OAK,True,0,3,0,0,0.0,0.0,0.0
56057,OAK,KC,Sun,12,15,2013,15,A.Smith,KC,False,0,0,0,1,-2.0,0.0,-2.0
56057,OAK,KC,Sun,12,15,2013,15,T.Hali,KC,False,0,0,0,0,0.0,0.0,0.0
56057,OAK,KC,Sun,12,15,2013,15,H.Abdullah,KC,False,0,0,0,0,0.0,0.0,0.0
56059,PIT,CIN,Sun,12,15,2013,15,E.Hood,PIT,True,0,0,0,0,0.0,0.0,0.0
56059,PIT,CIN,Sun,12,15,2013,15,K.Huber,CIN,False,0,-15,0,0,0.0,0.0,0.0
56059,PIT,CIN,Sun,12,15,2013,15,J.Gresham,CIN,False,0,0,0,1,-2.0,0.0,-2.0
56060,DET,BAL,Mon,12,16,2013,15,J.Flacco,BAL,False,0,0,0,0,0.0,0.0,0.0
56060,DET,BAL,Mon,12,16,2013,15,G.Gradkowski,BAL,False,0,0,0,0,0.0,0.0,0.0
56061,BUF,MIA,Sun,12,22,2013,16,C.Spiller,BUF,True,0,0,0,0,0.0,0.0,0.0
56061,BUF,MIA,Sun,12,22,2013,16,L.McKelvin,BUF,True,0,0,0,0,0.0,0.0,0.0
56061,BUF,MIA,Sun,12,22,2013,16,S.Gilmore,BUF,True,0,0,0,0,0.0,0.0,0.0
56061,BUF,MIA,Sun,12,22,2013,16,Mat.Moore,MIA,False,0,0,0,0,0.0,0.0,0.0
56061,BUF,MIA,Sun,12,22,2013,16,M.Thigpen,MIA,False,0,0,0,0,0.0,0.0,0.0
56063,CIN,MIN,Sun,12,22,2013,16,J.Gresham,CIN,True,0,0,0,1,-2.0,0.0,-2.0
56063,CIN,MIN,Sun,12,22,2013,16,C.Dunlap,CIN,True,0,42,0,0,0.0,0.0,0.0
56063,CIN,MIN,Sun,12,22,2013,16,M.Cassel,MIN,False,0,0,0,1,-2.0,0.0,-2.0
56063,CIN,MIN,Sun,12,22,2013,16,J.Sanford,MIN,False,0,0,0,0,0.0,0.0,0.0
56064,HOU,DEN,Sun,12,22,2013,16,M.Schaub,HOU,True,0,0,0,0,0.0,0.0,0.0
56064,HOU,DEN,Sun,12,22,2013,16,R.Griffin,HOU,True,0,0,0,0,0.0,0.0,0.0
56064,HOU,DEN,Sun,12,22,2013,16,T.Holliday,DEN,False,0,0,0,0,0.0,0.0,0.0
56066,KC,IND,Sun,12,22,2013,16,A.Smith,KC,True,0,-6,0,1,-2.0,0.0,-2.0
56066,KC,IND,Sun,12,22,2013,16,K.Davis,KC,True,0,0,0,1,-2.0,0.0,-2.0
56066,KC,IND,Sun,12,22,2013,16,J.Charles,KC,True,0,0,0,0,0.0,0.0,0.0
56066,KC,IND,Sun,12,22,2013,16,D.McCluster,KC,True,0,0,0,0,0.0,0.0,0.0
56066,KC,IND,Sun,12,22,2013,16,C.Gray,KC,True,0,0,0,0,0.0,0.0,0.0
56066,KC,IND,Sun,12,22,2013,16,C.Fleener,IND,False,0,0,0,0,0.0,0.0,0.0
56066,KC,IND,Sun,12,22,2013,16,F.Moala,IND,False,0,5,0,0,0.0,0.0,0.0
56066,KC,IND,Sun,12,22,2013,16,C.Redding,IND,False,0,0,0,0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,B.Celek,PHI,True,0,0,0,1,-2.0,0.0,-2.0
56068,PHI,CHI,Sun,12,22,2013,16,C.Williams,PHI,True,0,0,0,0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,J.McCown,CHI,False,0,0,0,0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,J.Cutler,CHI,False,0,0,0,0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,J.Bostic,CHI,False,0,0,0,0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,J.Mills,CHI,False,0,0,0,0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,D.Hester,CHI,False,0,0,0,1,-2.0,0.0,-2.0
56069,STL,TB,Sun,12,22,2013,16,K.Clemens,STL,True,0,0,0,1,-2.0,0.0,-2.0
56069,STL,TB,Sun,12,22,2013,16,Z.Stacy,STL,True,0,0,0,1,-2.0,0.0,-2.0
56069,STL,TB,Sun,12,22,2013,16,W.Hayes,STL,True,0,0,0,0,0.0,0.0,0.0
56069,STL,TB,Sun,12,22,2013,16,M.Glennon,TB,False,0,0,0,1,-2.0,0.0,-2.0
56069,STL,TB,Sun,12,22,2013,16,B.Rainey,TB,False,0,0,0,1,-2.0,0.0,-2.0
56069,STL,TB,Sun,12,22,2013,16,K.Tandy,TB,False,0,0,0,0,0.0,0.0,0.0
56069,STL,TB,Sun,12,22,2013,16,L.David,TB,False,0,0,0,0,0.0,0.0,0.0
56070,WAS,DAL,Sun,12,22,2013,16,J.Wilson,WAS,True,0,0,0,0,0.0,0.0,0.0
56070,WAS,DAL,Sun,12,22,2013,16,T.Clutts,DAL,False,0,0,0,1,-2.0,0.0,-2.0
56071,DET,NYG,Sun,12,22,2013,16,R.Bush,DET,True,0,0,0,1,-2.0,0.0,-2.0
56071,DET,NYG,Sun,12,22,2013,16,W.Young,DET,True,0,0,0,0,0.0,0.0,0.0
56071,DET,NYG,Sun,12,22,2013,16,E.Manning,NYG,False,0,-4,0,0,0.0,0.0,0.0
56071,DET,NYG,Sun,12,22,2013,16,A.Brown,NYG,False,0,0,0,1,-2.0,0.0,-2.0
56071,DET,NYG,Sun,12,22,2013,16,A.Rolle,NYG,False,0,10,0,0,0.0,0.0,0.0
56072,SEA,ARI,Sun,12,22,2013,16,J.Kearse,SEA,True,0,0,0,0,0.0,0.0,0.0
