Game_Key,Home,Away,Day_of_Week,Month,Day,Year,Week
56609,KC,DET,Sun,11,1,2015,8
56611,BAL,SD,Sun,11,1,2015,8
56616,PIT,CIN,Sun,11,1,2015,8
56614,HOU,TEN,Sun,11,1,2015,8
56612,CHI,MIN,Sun,11,1,2015,8
56610,ATL,TB,Sun,11,1,2015,8
56615,NO,NYG,Sun,11,1,2015,8
56617,STL,SF,Sun,11,1,2015,8
56613,CLE,ARI,Sun,11,1,2015,8
56618,OAK,NYJ,Sun,11,1,2015,8
56619,DAL,SEA,Sun,11,1,2015,8
56620,DEN,GB,Sun,11,1,2015,8
56621,CAR,IND,Mon,11,2,2015,8
56622,CIN,CLE,Thu,11,5,2015,9
56625,MIN,STL,Sun,11,8,2015,9
56624,CAR,GB,Sun,11,8,2015,9
56626,NE,WAS,Sun,11,8,2015,9
56627,NO,TEN,Sun,11,8,2015,9
56623,BUF,MIA,Sun,11,8,2015,9
56628,NYJ,JAC,Sun,11,8,2015,9
56629,PIT,OAK,Sun,11,8,2015,9
56631,TB,NYG,Sun,11,8,2015,9
56630,SF,ATL,Sun,11,8,2015,9
56632,IND,DEN,Sun,11,8,2015,9
56633,DAL,PHI,Sun,11,8,2015,9
56634,SD,CHI,Mon,11,9,2015,9
56635,NYJ,BUF,Thu,11,12,2015,10
56643,WAS,NO,Sun,11,15,2015,10
56637,GB,DET,Sun,11,15,2015,10
56641,TB,DAL,Sun,11,15,2015,10
56642,TEN,CAR,Sun,11,15,2015,10
56640,STL,CHI,Sun,11,15,2015,10
56638,PHI,MIA,Sun,11,15,2015,10
56636,BAL,JAC,Sun,11,15,2015,10
56639,PIT,CLE,Sun,11,15,2015,10
56644,OAK,MIN,Sun,11,15,2015,10
56646,NYG,NE,Sun,11,15,2015,10
56645,DEN,KC,Sun,11,15,2015,10
56647,SEA,ARI,Sun,11,15,2015,10
56648,CIN,HOU,Mon,11,16,2015,10
56649,JAC,TEN,Thu,11,19,2015,11
56653,CHI,DEN,Sun,11,22,2015,11
56654,DET,OAK,Sun,11,22,2015,11
56650,ATL,IND,Sun,11,22,2015,11
56655,HOU,NYJ,Sun,11,22,2015,11
56658,PHI,TB,Sun,11,22,2015,11
56657,MIN,GB,Sun,11,22,2015,11
56652,CAR,WAS,Sun,11,22,2015,11
56656,MIA,DAL,Sun,11,22,2015,11
56651,BAL,STL,Sun,11,22,2015,11
56659,ARI,CIN,Sun,11,22,2015,11
56660,SEA,SF,Sun,11,22,2015,11
56661,SD,KC,Sun,11,22,2015,11
56662,NE,BUF,Mon,11,23,2015,11
56663,DET,PHI,Thu,11,26,2015,12
56664,DAL,CAR,Thu,11,26,2015,12
56665,GB,CHI,Thu,11,26,2015,12
56674,WAS,NYG,Sun,11,29,2015,12
56666,ATL,MIN,Sun,11,29,2015,12
56667,CIN,STL,Sun,11,29,2015,12
56668,HOU,NO,Sun,11,29,2015,12
56669,IND,TB,Sun,11,29,2015,12
56672,NYJ,MIA,Sun,11,29,2015,12
56670,JAC,SD,Sun,11,29,2015,12
56673,TEN,OAK,Sun,11,29,2015,12
56671,KC,BUF,Sun,11,29,2015,12
56675,SF,ARI,Sun,11,29,2015,12
56676,SEA,PIT,Sun,11,29,2015,12
56677,DEN,NE,Sun,11,29,2015,12
56678,CLE,BAL,Mon,11,30,2015,12
56679,DET,GB,Thu,12,3,2015,13
56686,NYG,NYJ,Sun,12,6,2015,13
56680,BUF,HOU,Sun,12,6,2015,13
56683,MIA,BAL,Sun,12,6,2015,13
56682,CLE,CIN,Sun,12,6,2015,13
56689,TEN,JAC,Sun,12,6,2015,13
56681,CHI,SF,Sun,12,6,2015,13
56684,MIN,SEA,Sun,12,6,2015,13
56685,NO,CAR,Sun,12,6,2015,13
56688,TB,ATL,Sun,12,6,2015,13
56687,STL,ARI,Sun,12,6,2015,13
56690,OAK,KC,Sun,12,6,2015,13
56691,SD,DEN,Sun,12,6,2015,13
56692,NE,PHI,Sun,12,6,2015,13
56693,PIT,IND,Sun,12,6,2015,13
56694,WAS,DAL,Mon,12,7,2015,13
56695,ARI,MIN,Thu,12,10,2015,14
56704,PHI,BUF,Sun,12,13,2015,14
56703,NYJ,TEN,Sun,12,13,2015,14
56698,CIN,PIT,Sun,12,13,2015,14
56700,HOU,NE,Sun,12,13,2015,14
56701,JAC,IND,Sun,12,13,2015,14
56702,KC,SD,Sun,12,13,2015,14
56697,CHI,WAS,Sun,12,13,2015,14
56696,CAR,ATL,Sun,12,13,2015,14
56706,TB,NO,Sun,12,13,2015,14
56705,STL,DET,Sun,12,13,2015,14
56699,CLE,SF,Sun,12,13,2015,14
56707,DEN,OAK,Sun,12,13,2015,14
56708,GB,DAL,Sun,12,13,2015,14
56709,BAL,SEA,Sun,12,13,2015,14
56710,MIA,NYG,Mon,12,14,2015,14
56711,STL,TB,Thu,12,17,2015,15
56712,DAL,NYJ,Sat,12,19,2015,15
56718,NYG,CAR,Sun,12,20,2015,15
56719,PHI,ARI,Sun,12,20,2015,15
56716,MIN,CHI,Sun,12,20,2015,15
56715,JAC,ATL,Sun,12,20,2015,15
56714,IND,HOU,Sun,12,20,2015,15
56717,NE,TEN,Sun,12,20,2015,15
56713,BAL,KC,Sun,12,20,2015,15
56720,WAS,BUF,Sun,12,20,2015,15
56722,SEA,CLE,Sun,12,20,2015,15
56721,OAK,GB,Sun,12,20,2015,15
56723,PIT,DEN,Sun,12,20,2015,15
56724,SD,MIA,Sun,12,20,2015,15
56725,SF,CIN,Sun,12,20,2015,15
56726,NO,DET,Mon,12,21,2015,15
56727,OAK,SD,Thu,12,24,2015,16
56728,PHI,WAS,Sat,12,26,2015,16
56735,NO,JAC,Sun,12,27,2015,16
56733,MIA,IND,Sun,12,27,2015,16
56736,NYJ,NE,Sun,12,27,2015,16
56738,TEN,HOU,Sun,12,27,2015,16
56732,KC,CLE,Sun,12,27,2015,16
56731,DET,SF,Sun,12,27,2015,16
56734,MIN,NYG,Sun,12,27,2015,16
56729,ATL,CAR,Sun,12,27,2015,16
56737,TB,CHI,Sun,12,27,2015,16
56730,BUF,DAL,Sun,12,27,2015,16
56739,ARI,GB,Sun,12,27,2015,16
56740,SEA,STL,Sun,12,27,2015,16
56741,BAL,PIT,Sun,12,27,2015,16
56742,DEN,CIN,Mon,12,28,2015,16
56744,BUF,NYJ,Sun,1,3,2015,17
56754,MIA,NE,Sun,1,3,2015,17
56747,CIN,BAL,Sun,1,3,2015,17
56748,CLE,PIT,Sun,1,3,2015,17
56751,HOU,JAC,Sun,1,3,2015,17
56752,IND,TEN,Sun,1,3,2015,17
56753,KC,OAK,Sun,1,3,2015,17
56749,DAL,WAS,Sun,1,3,2015,17
56755,NYG,PHI,Sun,1,3,2015,17
56746,CHI,DET,Sun,1,3,2015,17
56750,GB,MIN,Sun,1,3,2015,17
56743,ATL,NO,Sun,1,3,2015,17
56745,CAR,TB,Sun,1,3,2015,17
56757,DEN,SD,Sun,1,3,2015,17
56756,ARI,SEA,Sun,1,3,2015,17
56758,SF,STL,Sun,1,3,2015,17
