Gamekey,Home_team,Away_Team,Day_of_week,Month,Day,Year,Week,Player_Short_Name,Player_Team,Home_Team,passing_att,passing_incmp,passing_cmp,passing_tds,passing_int,passing_yds,passing_twoptm,passing_yds_FF_pts,passing_tds_FF_pts,passing_twopt_FF_pts,intercept_FF_pts,total_FF_pts
56001,CLE,PIT,Sun,11,24,2013,12,J.Campbell,CLE,True,22,0,14,0,0,124,0,4.0,0.0,0.0,0.0,4.0
56001,CLE,PIT,Sun,11,24,2013,12,B.Weeden,CLE,True,30,0,13,1,1,209,1,8.0,4.0,2.0,-1.0,13.0
56001,CLE,PIT,Sun,11,24,2013,12,B.Roethlisberger,PIT,False,34,0,22,2,0,217,0,8.0,8.0,0.0,0.0,16.0
56002,DET,TB,Sun,11,24,2013,12,M.Stafford,DET,True,46,0,26,3,4,297,0,11.0,12.0,0.0,-4.0,19.0
56002,DET,TB,Sun,11,24,2013,12,M.Glennon,TB,False,21,0,14,2,0,247,0,9.0,8.0,0.0,0.0,17.0
56003,GB,MIN,Sun,11,24,2013,12,S.Tolzien,GB,True,17,0,7,0,0,98,0,3.0,0.0,0.0,0.0,3.0
56003,GB,MIN,Sun,11,24,2013,12,M.Flynn,GB,True,36,0,21,1,0,218,0,8.0,4.0,0.0,0.0,12.0
56003,GB,MIN,Sun,11,24,2013,12,C.Ponder,MIN,False,30,0,21,1,0,233,0,9.0,4.0,0.0,0.0,13.0
56004,HOU,JAC,Sun,11,24,2013,12,C.Keenum,HOU,True,34,0,18,0,1,169,0,6.0,0.0,0.0,-1.0,5.0
56004,HOU,JAC,Sun,11,24,2013,12,C.Henne,JAC,False,32,0,23,0,0,239,0,9.0,0.0,0.0,0.0,9.0
56004,HOU,JAC,Sun,11,24,2013,12,D.Robinson,JAC,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56005,KC,SD,Sun,11,24,2013,12,A.Smith,KC,True,38,0,26,3,1,294,0,11.0,12.0,0.0,-1.0,22.0
56005,KC,SD,Sun,11,24,2013,12,P.Rivers,SD,False,39,0,27,3,0,392,0,15.0,12.0,0.0,0.0,27.0
56006,MIA,CAR,Sun,11,24,2013,12,R.Tannehill,MIA,True,42,0,28,1,1,310,0,12.0,4.0,0.0,-1.0,15.0
56006,MIA,CAR,Sun,11,24,2013,12,C.Newton,CAR,False,38,0,19,1,1,174,0,6.0,4.0,0.0,-1.0,9.0
56007,STL,CHI,Sun,11,24,2013,12,K.Clemens,STL,True,22,0,10,1,0,167,1,6.0,4.0,2.0,0.0,12.0
56007,STL,CHI,Sun,11,24,2013,12,J.McCown,CHI,False,47,0,36,2,1,352,0,14.0,8.0,0.0,-1.0,21.0
56008,ARI,IND,Sun,11,24,2013,12,C.Palmer,ARI,True,37,0,26,2,0,314,0,12.0,8.0,0.0,0.0,20.0
56008,ARI,IND,Sun,11,24,2013,12,L.Fitzgerald,ARI,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56008,ARI,IND,Sun,11,24,2013,12,A.Luck,IND,False,39,0,20,1,1,163,1,6.0,4.0,2.0,-1.0,11.0
56009,OAK,TEN,Sun,11,24,2013,12,M.McGloin,OAK,True,32,0,19,1,1,260,0,10.0,4.0,0.0,-1.0,13.0
56009,OAK,TEN,Sun,11,24,2013,12,R.Fitzpatrick,TEN,False,42,0,30,2,0,320,0,12.0,8.0,0.0,0.0,20.0
56010,NYG,DAL,Sun,11,24,2013,12,E.Manning,NYG,True,30,0,16,2,0,174,0,6.0,8.0,0.0,0.0,14.0
56010,NYG,DAL,Sun,11,24,2013,12,T.Romo,DAL,False,38,0,23,2,1,250,0,10.0,8.0,0.0,-1.0,17.0
56011,NE,DEN,Sun,11,24,2013,12,T.Brady,NE,True,50,0,34,3,0,344,0,13.0,12.0,0.0,0.0,25.0
56011,NE,DEN,Sun,11,24,2013,12,P.Manning,DEN,False,36,0,19,2,1,150,0,6.0,8.0,0.0,-1.0,13.0
56012,WAS,SF,Mon,11,25,2013,12,R.Griffin,WAS,True,27,0,17,0,1,127,0,5.0,0.0,0.0,-1.0,4.0
56012,WAS,SF,Mon,11,25,2013,12,C.Kaepernick,SF,False,24,0,15,3,0,235,0,9.0,12.0,0.0,0.0,21.0
56013,DET,GB,Thu,11,28,2013,13,M.Stafford,DET,True,35,0,22,3,2,330,0,13.0,12.0,0.0,-2.0,23.0
56013,DET,GB,Thu,11,28,2013,13,M.Flynn,GB,False,20,0,10,0,1,139,0,5.0,0.0,0.0,-1.0,4.0
56014,DAL,OAK,Thu,11,28,2013,13,T.Romo,DAL,True,32,0,23,1,0,225,0,9.0,4.0,0.0,0.0,13.0
56014,DAL,OAK,Thu,11,28,2013,13,M.McGloin,OAK,False,30,0,18,0,1,255,0,10.0,0.0,0.0,-1.0,9.0
56015,BAL,PIT,Thu,11,28,2013,13,J.Flacco,BAL,True,35,0,24,1,0,251,0,10.0,4.0,0.0,0.0,14.0
56015,BAL,PIT,Thu,11,28,2013,13,B.Roethlisberger,PIT,False,44,0,28,2,0,257,0,10.0,8.0,0.0,0.0,18.0
56016,CAR,TB,Sun,12,1,2013,13,C.Newton,CAR,True,29,0,18,2,2,263,0,10.0,8.0,0.0,-2.0,16.0
56016,CAR,TB,Sun,12,1,2013,13,M.Glennon,TB,False,21,0,14,0,1,180,0,7.0,0.0,0.0,-1.0,6.0
56017,CLE,JAC,Sun,12,1,2013,13,B.Weeden,CLE,True,40,0,24,3,2,370,0,14.0,12.0,0.0,-2.0,24.0
56017,CLE,JAC,Sun,12,1,2013,13,C.Henne,JAC,False,40,0,22,2,1,195,0,7.0,8.0,0.0,-1.0,14.0
56017,CLE,JAC,Sun,12,1,2013,13,M.Jones-Drew,JAC,False,1,0,1,1,0,8,0,0.0,4.0,0.0,0.0,4.0
56018,IND,TEN,Sun,12,1,2013,13,A.Luck,IND,True,32,0,17,0,1,200,0,8.0,0.0,0.0,-1.0,7.0
56018,IND,TEN,Sun,12,1,2013,13,R.Fitzpatrick,TEN,False,37,0,21,1,3,201,0,8.0,4.0,0.0,-3.0,9.0
56019,KC,DEN,Sun,12,1,2013,13,A.Smith,KC,True,42,0,26,2,1,293,0,11.0,8.0,0.0,-1.0,18.0
56019,KC,DEN,Sun,12,1,2013,13,P.Manning,DEN,False,35,0,22,5,2,403,0,16.0,20.0,0.0,-2.0,34.0
56020,MIN,CHI,Sun,12,1,2013,13,M.Cassel,MIN,True,33,0,20,1,1,243,0,9.0,4.0,0.0,-1.0,12.0
56020,MIN,CHI,Sun,12,1,2013,13,C.Ponder,MIN,True,8,0,3,0,0,40,0,1.0,0.0,0.0,0.0,1.0
56020,MIN,CHI,Sun,12,1,2013,13,J.McCown,CHI,False,36,0,23,2,0,355,0,14.0,8.0,0.0,0.0,22.0
56021,NYJ,MIA,Sun,12,1,2013,13,G.Smith,NYJ,True,10,0,4,0,1,29,0,1.0,0.0,0.0,-1.0,0.0
56021,NYJ,MIA,Sun,12,1,2013,13,M.Simms,NYJ,True,18,0,9,0,1,79,0,3.0,0.0,0.0,-1.0,2.0
56021,NYJ,MIA,Sun,12,1,2013,13,R.Tannehill,MIA,False,43,0,28,2,1,331,0,13.0,8.0,0.0,-1.0,20.0
56022,PHI,ARI,Sun,12,1,2013,13,N.Foles,PHI,True,34,0,21,3,0,237,0,9.0,12.0,0.0,0.0,21.0
56022,PHI,ARI,Sun,12,1,2013,13,C.Palmer,ARI,False,41,0,24,3,2,302,0,12.0,12.0,0.0,-2.0,22.0
56023,BUF,ATL,Sun,12,1,2013,13,E.Manuel,BUF,True,32,0,18,1,0,210,0,8.0,4.0,0.0,0.0,12.0
56023,BUF,ATL,Sun,12,1,2013,13,M.Ryan,ATL,False,47,0,28,1,0,311,0,12.0,4.0,0.0,0.0,16.0
56024,SF,STL,Sun,12,1,2013,13,C.Kaepernick,SF,True,28,0,19,1,0,275,0,11.0,4.0,0.0,0.0,15.0
56024,SF,STL,Sun,12,1,2013,13,K.Clemens,STL,False,37,0,19,1,1,218,0,8.0,4.0,0.0,-1.0,11.0
56024,SF,STL,Sun,12,1,2013,13,T.Austin,STL,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56025,HOU,NE,Sun,12,1,2013,13,C.Keenum,HOU,True,30,0,15,0,1,272,0,10.0,0.0,0.0,-1.0,9.0
56025,HOU,NE,Sun,12,1,2013,13,T.Brady,NE,False,41,0,29,2,1,371,0,14.0,8.0,0.0,-1.0,21.0
56026,SD,CIN,Sun,12,1,2013,13,P.Rivers,SD,True,37,0,23,1,1,252,0,10.0,4.0,0.0,-1.0,13.0
56026,SD,CIN,Sun,12,1,2013,13,A.Dalton,CIN,False,23,0,14,1,1,190,0,7.0,4.0,0.0,-1.0,10.0
56027,WAS,NYG,Sun,12,1,2013,13,R.Griffin,WAS,True,32,0,24,1,0,206,0,8.0,4.0,0.0,0.0,12.0
56027,WAS,NYG,Sun,12,1,2013,13,E.Manning,NYG,False,28,0,22,1,1,235,0,9.0,4.0,0.0,-1.0,12.0
56028,SEA,NO,Mon,12,2,2013,13,R.Wilson,SEA,True,30,0,22,3,0,310,0,12.0,12.0,0.0,0.0,24.0
56028,SEA,NO,Mon,12,2,2013,13,D.Brees,NO,False,38,0,23,1,0,147,0,5.0,4.0,0.0,0.0,9.0
56029,JAC,HOU,Thu,12,5,2013,14,C.Henne,JAC,True,27,0,12,2,0,117,0,4.0,8.0,0.0,0.0,12.0
56029,JAC,HOU,Thu,12,5,2013,14,A.Sanders,JAC,True,1,0,1,1,0,21,0,0.0,4.0,0.0,0.0,4.0
56029,JAC,HOU,Thu,12,5,2013,14,C.Keenum,HOU,False,29,0,16,1,1,159,0,6.0,4.0,0.0,-1.0,9.0
56029,JAC,HOU,Thu,12,5,2013,14,M.Schaub,HOU,False,29,0,17,1,1,198,0,7.0,4.0,0.0,-1.0,10.0
56030,BAL,MIN,Sun,12,8,2013,14,J.Flacco,BAL,True,50,0,28,3,3,245,1,9.0,12.0,2.0,-3.0,20.0
56030,BAL,MIN,Sun,12,8,2013,14,M.Cassel,MIN,False,38,0,17,2,0,265,0,10.0,8.0,0.0,0.0,18.0
56031,CIN,IND,Sun,12,8,2013,14,A.Dalton,CIN,True,35,0,24,3,0,275,0,11.0,12.0,0.0,0.0,23.0
56031,CIN,IND,Sun,12,8,2013,14,A.Luck,IND,False,46,0,29,4,0,326,0,13.0,16.0,0.0,0.0,29.0
56032,NE,CLE,Sun,12,8,2013,14,T.Brady,NE,True,52,0,32,2,1,418,1,16.0,8.0,2.0,-1.0,25.0
56032,NE,CLE,Sun,12,8,2013,14,J.Campbell,CLE,False,44,0,29,3,0,391,0,15.0,12.0,0.0,0.0,27.0
56033,NYJ,OAK,Sun,12,8,2013,14,G.Smith,NYJ,True,25,0,16,1,1,219,0,8.0,4.0,0.0,-1.0,11.0
56033,NYJ,OAK,Sun,12,8,2013,14,M.McGloin,OAK,False,31,0,18,2,1,245,0,9.0,8.0,0.0,-1.0,16.0
56033,NYJ,OAK,Sun,12,8,2013,14,T.Pryor,OAK,False,5,0,2,0,0,20,0,0.0,0.0,0.0,0.0,0.0
56034,NO,CAR,Sun,12,8,2013,14,D.Brees,NO,True,42,0,30,4,0,313,0,12.0,16.0,0.0,0.0,28.0
56034,NO,CAR,Sun,12,8,2013,14,C.Newton,CAR,False,34,0,22,1,0,160,0,6.0,4.0,0.0,0.0,10.0
56035,PHI,DET,Sun,12,8,2013,14,N.Foles,PHI,True,22,0,11,1,1,179,1,7.0,4.0,2.0,-1.0,12.0
56035,PHI,DET,Sun,12,8,2013,14,M.Stafford,DET,False,25,0,10,0,0,148,1,5.0,0.0,2.0,0.0,7.0
56036,PIT,MIA,Sun,12,8,2013,14,B.Roethlisberger,PIT,True,25,0,17,3,0,235,0,9.0,12.0,0.0,0.0,21.0
56036,PIT,MIA,Sun,12,8,2013,14,R.Tannehill,MIA,False,25,0,15,2,1,160,0,6.0,8.0,0.0,-1.0,13.0
56037,TB,BUF,Sun,12,8,2013,14,M.Glennon,TB,True,25,0,9,2,2,90,0,3.0,8.0,0.0,-2.0,9.0
56037,TB,BUF,Sun,12,8,2013,14,E.Manuel,BUF,False,33,0,18,0,4,184,0,7.0,0.0,0.0,-4.0,3.0
56038,WAS,KC,Sun,12,8,2013,14,R.Griffin,WAS,True,26,0,12,1,1,164,0,6.0,4.0,0.0,-1.0,9.0
56038,WAS,KC,Sun,12,8,2013,14,K.Cousins,WAS,True,16,0,7,0,0,59,0,2.0,0.0,0.0,0.0,2.0
56038,WAS,KC,Sun,12,8,2013,14,C.Daniel,KC,False,3,0,1,0,1,17,0,0.0,0.0,0.0,-1.0,-1.0
56038,WAS,KC,Sun,12,8,2013,14,A.Smith,KC,False,20,0,14,2,0,137,0,5.0,8.0,0.0,0.0,13.0
56039,DEN,TEN,Sun,12,8,2013,14,P.Manning,DEN,True,59,0,39,4,0,397,0,15.0,16.0,0.0,0.0,31.0
56039,DEN,TEN,Sun,12,8,2013,14,R.Fitzpatrick,TEN,False,24,0,13,1,1,172,0,6.0,4.0,0.0,-1.0,9.0
56040,ARI,STL,Sun,12,8,2013,14,C.Palmer,ARI,True,32,0,27,1,0,269,0,10.0,4.0,0.0,0.0,14.0
56040,ARI,STL,Sun,12,8,2013,14,K.Clemens,STL,False,27,0,16,0,2,181,0,7.0,0.0,0.0,-2.0,5.0
56041,SD,NYG,Sun,12,8,2013,14,P.Rivers,SD,True,28,0,21,3,0,249,0,9.0,12.0,0.0,0.0,21.0
56041,SD,NYG,Sun,12,8,2013,14,E.Manning,NYG,False,32,0,20,1,2,259,0,10.0,4.0,0.0,-2.0,12.0
56042,SF,SEA,Sun,12,8,2013,14,C.Kaepernick,SF,True,29,0,15,1,1,175,0,7.0,4.0,0.0,-1.0,10.0
56042,SF,SEA,Sun,12,8,2013,14,R.Wilson,SEA,False,25,0,15,1,1,199,0,7.0,4.0,0.0,-1.0,10.0
56043,GB,ATL,Sun,12,8,2013,14,M.Flynn,GB,True,32,0,24,1,1,258,0,10.0,4.0,0.0,-1.0,13.0
56043,GB,ATL,Sun,12,8,2013,14,M.Ryan,ATL,False,35,0,20,2,1,206,0,8.0,8.0,0.0,-1.0,15.0
56044,CHI,DAL,Mon,12,9,2013,14,J.McCown,CHI,True,36,0,27,4,0,348,1,13.0,16.0,2.0,0.0,31.0
56044,CHI,DAL,Mon,12,9,2013,14,T.Romo,DAL,False,20,0,11,3,0,104,0,4.0,12.0,0.0,0.0,16.0
56044,CHI,DAL,Mon,12,9,2013,14,K.Orton,DAL,False,5,0,3,0,0,40,0,1.0,0.0,0.0,0.0,1.0
56045,DEN,SD,Thu,12,12,2013,15,P.Manning,DEN,True,41,0,27,2,1,289,0,11.0,8.0,0.0,-1.0,18.0
56045,DEN,SD,Thu,12,12,2013,15,P.Rivers,SD,False,20,0,12,2,0,166,0,6.0,8.0,0.0,0.0,14.0
56046,ATL,WAS,Sun,12,15,2013,15,M.Ryan,ATL,True,38,0,29,1,1,210,0,8.0,4.0,0.0,-1.0,11.0
56046,ATL,WAS,Sun,12,15,2013,15,K.Cousins,WAS,False,45,0,29,3,2,381,0,15.0,12.0,0.0,-2.0,25.0
56047,CLE,CHI,Sun,12,15,2013,15,J.Campbell,CLE,True,39,0,23,1,2,273,0,10.0,4.0,0.0,-2.0,12.0
56047,CLE,CHI,Sun,12,15,2013,15,J.Cutler,CHI,False,31,0,22,3,2,265,0,10.0,12.0,0.0,-2.0,20.0
56048,IND,HOU,Sun,12,15,2013,15,A.Luck,IND,True,32,0,19,2,1,180,0,7.0,8.0,0.0,-1.0,14.0
56048,IND,HOU,Sun,12,15,2013,15,C.Keenum,HOU,False,34,0,18,0,2,168,0,6.0,0.0,0.0,-2.0,4.0
56049,JAC,BUF,Sun,12,15,2013,15,C.Henne,JAC,True,36,0,21,2,2,237,0,9.0,8.0,0.0,-2.0,15.0
56049,JAC,BUF,Sun,12,15,2013,15,E.Manuel,BUF,False,24,0,17,2,1,193,0,7.0,8.0,0.0,-1.0,14.0
56050,MIA,NE,Sun,12,15,2013,15,R.Tannehill,MIA,True,37,0,25,3,0,312,0,12.0,12.0,0.0,0.0,24.0
56050,MIA,NE,Sun,12,15,2013,15,T.Brady,NE,False,55,0,34,2,1,364,0,14.0,8.0,0.0,-1.0,21.0
56051,MIN,PHI,Sun,12,15,2013,15,M.Cassel,MIN,True,35,0,26,2,1,382,0,15.0,8.0,0.0,-1.0,22.0
56051,MIN,PHI,Sun,12,15,2013,15,N.Foles,PHI,False,48,0,30,3,1,428,1,17.0,12.0,2.0,-1.0,30.0
56052,NYG,SEA,Sun,12,15,2013,15,C.Painter,NYG,True,4,0,4,0,0,30,0,1.0,0.0,0.0,0.0,1.0
56052,NYG,SEA,Sun,12,15,2013,15,E.Manning,NYG,True,31,0,18,0,5,156,0,6.0,0.0,0.0,-5.0,1.0
56052,NYG,SEA,Sun,12,15,2013,15,T.Jackson,SEA,False,2,0,2,0,0,16,0,0.0,0.0,0.0,0.0,0.0
56052,NYG,SEA,Sun,12,15,2013,15,R.Wilson,SEA,False,27,0,18,1,1,206,0,8.0,4.0,0.0,-1.0,11.0
56053,STL,NO,Sun,12,15,2013,15,K.Clemens,STL,True,20,0,14,2,0,158,0,6.0,8.0,0.0,0.0,14.0
56053,STL,NO,Sun,12,15,2013,15,D.Brees,NO,False,56,0,39,1,2,393,0,15.0,4.0,0.0,-2.0,17.0
56054,TB,SF,Sun,12,15,2013,15,M.Glennon,TB,True,34,0,18,2,1,179,0,7.0,8.0,0.0,-1.0,14.0
56054,TB,SF,Sun,12,15,2013,15,C.Kaepernick,SF,False,29,0,19,2,0,203,0,8.0,8.0,0.0,0.0,16.0
56055,TEN,ARI,Sun,12,15,2013,15,R.Fitzpatrick,TEN,True,58,0,36,4,2,402,0,16.0,16.0,0.0,-2.0,30.0
56055,TEN,ARI,Sun,12,15,2013,15,C.Palmer,ARI,False,30,0,20,1,0,231,0,9.0,4.0,0.0,0.0,13.0
56056,CAR,NYJ,Sun,12,15,2013,15,C.Newton,CAR,True,24,0,16,1,0,273,0,10.0,4.0,0.0,0.0,14.0
56056,CAR,NYJ,Sun,12,15,2013,15,G.Smith,NYJ,False,28,0,15,1,1,167,0,6.0,4.0,0.0,-1.0,9.0
56057,OAK,KC,Sun,12,15,2013,15,M.McGloin,OAK,True,36,0,18,2,4,297,0,11.0,8.0,0.0,-4.0,15.0
56057,OAK,KC,Sun,12,15,2013,15,T.Pryor,OAK,True,4,0,1,0,1,12,0,0.0,0.0,0.0,-1.0,-1.0
56057,OAK,KC,Sun,12,15,2013,15,M.Reece,OAK,True,1,0,1,0,0,22,0,0.0,0.0,0.0,0.0,0.0
56057,OAK,KC,Sun,12,15,2013,15,C.Daniel,KC,False,5,0,3,0,0,31,0,1.0,0.0,0.0,0.0,1.0
56057,OAK,KC,Sun,12,15,2013,15,A.Smith,KC,False,20,0,17,5,0,287,0,11.0,20.0,0.0,0.0,31.0
56058,DAL,GB,Sun,12,15,2013,15,T.Romo,DAL,True,48,0,29,2,2,358,0,14.0,8.0,0.0,-2.0,20.0
56058,DAL,GB,Sun,12,15,2013,15,M.Flynn,GB,False,39,0,26,4,1,299,0,11.0,16.0,0.0,-1.0,26.0
56059,PIT,CIN,Sun,12,15,2013,15,B.Roethlisberger,PIT,True,25,0,20,1,1,191,0,7.0,4.0,0.0,-1.0,10.0
56059,PIT,CIN,Sun,12,15,2013,15,A.Dalton,CIN,False,44,0,25,2,0,230,0,9.0,8.0,0.0,0.0,17.0
56060,DET,BAL,Mon,12,16,2013,15,M.Stafford,DET,True,34,0,18,1,3,235,0,9.0,4.0,0.0,-3.0,10.0
56060,DET,BAL,Mon,12,16,2013,15,J.Flacco,BAL,False,38,0,20,0,0,222,0,8.0,0.0,0.0,0.0,8.0
56061,BUF,MIA,Sun,12,22,2013,16,T.Lewis,BUF,True,25,0,15,0,1,193,0,7.0,0.0,0.0,-1.0,6.0
56061,BUF,MIA,Sun,12,22,2013,16,Mat.Moore,MIA,False,6,0,2,0,2,53,0,2.0,0.0,0.0,-2.0,0.0
56061,BUF,MIA,Sun,12,22,2013,16,R.Tannehill,MIA,False,27,0,10,0,0,82,0,3.0,0.0,0.0,0.0,3.0
56062,CAR,NO,Sun,12,22,2013,16,C.Newton,CAR,True,22,0,13,1,1,181,0,7.0,4.0,0.0,-1.0,10.0
56062,CAR,NO,Sun,12,22,2013,16,D.Brees,NO,False,44,0,30,1,2,281,0,11.0,4.0,0.0,-2.0,13.0
56062,CAR,NO,Sun,12,22,2013,16,L.McCown,NO,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56063,CIN,MIN,Sun,12,22,2013,16,A.Dalton,CIN,True,38,0,27,4,0,366,0,14.0,16.0,0.0,0.0,30.0
56063,CIN,MIN,Sun,12,22,2013,16,M.Cassel,MIN,False,27,0,13,1,3,114,0,4.0,4.0,0.0,-3.0,5.0
56064,HOU,DEN,Sun,12,22,2013,16,M.Schaub,HOU,True,37,0,18,1,2,176,0,7.0,4.0,0.0,-2.0,9.0
56064,HOU,DEN,Sun,12,22,2013,16,P.Manning,DEN,False,51,0,32,4,0,400,0,16.0,16.0,0.0,0.0,32.0
56065,JAC,TEN,Sun,12,22,2013,16,C.Henne,JAC,True,34,0,24,2,1,237,0,9.0,8.0,0.0,-1.0,16.0
56065,JAC,TEN,Sun,12,22,2013,16,R.Fitzpatrick,TEN,False,26,0,17,1,1,181,0,7.0,4.0,0.0,-1.0,10.0
56066,KC,IND,Sun,12,22,2013,16,A.Smith,KC,True,29,0,16,0,2,153,0,6.0,0.0,0.0,-2.0,4.0
56066,KC,IND,Sun,12,22,2013,16,A.Luck,IND,False,37,0,26,1,0,241,0,9.0,4.0,0.0,0.0,13.0
56067,NYJ,CLE,Sun,12,22,2013,16,G.Smith,NYJ,True,36,0,20,2,0,214,0,8.0,8.0,0.0,0.0,16.0
56067,NYJ,CLE,Sun,12,22,2013,16,J.Bush,NYJ,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56067,NYJ,CLE,Sun,12,22,2013,16,J.Campbell,CLE,False,39,0,18,0,1,178,0,7.0,0.0,0.0,-1.0,6.0
56067,NYJ,CLE,Sun,12,22,2013,16,M.Gray,CLE,False,1,0,0,0,1,0,0,0.0,0.0,0.0,-1.0,-1.0
56068,PHI,CHI,Sun,12,22,2013,16,N.Foles,PHI,True,25,0,21,2,0,230,0,9.0,8.0,0.0,0.0,17.0
56068,PHI,CHI,Sun,12,22,2013,16,J.McCown,CHI,False,4,0,2,0,0,20,0,0.0,0.0,0.0,0.0,0.0
56068,PHI,CHI,Sun,12,22,2013,16,J.Cutler,CHI,False,35,0,20,1,1,222,1,8.0,4.0,2.0,-1.0,13.0
56069,STL,TB,Sun,12,22,2013,16,K.Clemens,STL,True,20,0,16,0,0,158,0,6.0,0.0,0.0,0.0,6.0
56069,STL,TB,Sun,12,22,2013,16,M.Glennon,TB,False,26,0,16,0,0,158,0,6.0,0.0,0.0,0.0,6.0
56070,WAS,DAL,Sun,12,22,2013,16,K.Cousins,WAS,True,36,0,21,1,1,197,0,7.0,4.0,0.0,-1.0,10.0
56070,WAS,DAL,Sun,12,22,2013,16,T.Romo,DAL,False,27,0,17,2,1,226,0,9.0,8.0,0.0,-1.0,16.0
56071,DET,NYG,Sun,12,22,2013,16,M.Stafford,DET,True,42,0,25,0,2,222,1,8.0,0.0,2.0,-2.0,8.0
56071,DET,NYG,Sun,12,22,2013,16,E.Manning,NYG,False,42,0,23,1,1,256,0,10.0,4.0,0.0,-1.0,13.0
56072,SEA,ARI,Sun,12,22,2013,16,R.Wilson,SEA,True,27,0,11,1,1,108,0,4.0,4.0,0.0,-1.0,7.0
56072,SEA,ARI,Sun,12,22,2013,16,C.Palmer,ARI,False,25,0,13,1,4,178,0,7.0,4.0,0.0,-4.0,7.0
56073,GB,PIT,Sun,12,22,2013,16,M.Flynn,GB,True,39,0,21,1,1,232,0,9.0,4.0,0.0,-1.0,12.0
56073,GB,PIT,Sun,12,22,2013,16,M.McBriar,PIT,False,1,0,1,0,0,30,0,1.0,0.0,0.0,0.0,1.0
56073,GB,PIT,Sun,12,22,2013,16,B.Roethlisberger,PIT,False,28,0,16,2,1,167,0,6.0,8.0,0.0,-1.0,13.0
56074,SD,OAK,Sun,12,22,2013,16,P.Rivers,SD,True,29,0,19,1,1,201,0,8.0,4.0,0.0,-1.0,11.0
56074,SD,OAK,Sun,12,22,2013,16,M.McGloin,OAK,False,36,0,20,0,1,206,0,8.0,0.0,0.0,-1.0,7.0
56075,BAL,NE,Sun,12,22,2013,16,J.Flacco,BAL,True,38,0,22,0,2,260,0,10.0,0.0,0.0,-2.0,8.0
56075,BAL,NE,Sun,12,22,2013,16,T.Taylor,BAL,True,4,0,1,0,1,2,0,0.0,0.0,0.0,-1.0,-1.0
56075,BAL,NE,Sun,12,22,2013,16,T.Brady,NE,False,26,0,14,1,0,172,0,6.0,4.0,0.0,0.0,10.0
56076,SF,ATL,Mon,12,23,2013,16,C.Kaepernick,SF,True,21,0,13,1,0,197,0,7.0,4.0,0.0,0.0,11.0
56076,SF,ATL,Mon,12,23,2013,16,M.Ryan,ATL,False,48,0,37,2,2,348,0,13.0,8.0,0.0,-2.0,19.0
56077,ATL,CAR,Sun,12,29,2013,17,M.Ryan,ATL,True,40,0,28,2,1,280,0,11.0,8.0,0.0,-1.0,18.0
56077,ATL,CAR,Sun,12,29,2013,17,C.Newton,CAR,False,27,0,15,2,1,149,0,5.0,8.0,0.0,-1.0,12.0
56078,CHI,GB,Sun,12,29,2013,17,J.Cutler,CHI,True,24,0,15,2,1,226,0,9.0,8.0,0.0,-1.0,16.0
56078,CHI,GB,Sun,12,29,2013,17,A.Rodgers,GB,False,39,0,25,2,2,318,0,12.0,8.0,0.0,-2.0,18.0
56079,CIN,BAL,Sun,12,29,2013,17,A.Dalton,CIN,True,36,0,21,2,4,281,0,11.0,8.0,0.0,-4.0,15.0
56079,CIN,BAL,Sun,12,29,2013,17,J.Flacco,BAL,False,50,0,30,1,3,192,0,7.0,4.0,0.0,-3.0,8.0
56080,DAL,PHI,Sun,12,29,2013,17,K.Orton,DAL,True,46,0,30,2,2,358,0,14.0,8.0,0.0,-2.0,20.0
56080,DAL,PHI,Sun,12,29,2013,17,N.Foles,PHI,False,26,0,17,2,0,263,0,10.0,8.0,0.0,0.0,18.0
56080,DAL,PHI,Sun,12,29,2013,17,B.Smith,PHI,False,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56081,IND,JAC,Sun,12,29,2013,17,M.Hasselbeck,IND,True,4,0,3,0,0,25,0,1.0,0.0,0.0,0.0,1.0
56081,IND,JAC,Sun,12,29,2013,17,A.Luck,IND,True,37,0,26,1,0,282,0,11.0,4.0,0.0,0.0,15.0
56081,IND,JAC,Sun,12,29,2013,17,C.Henne,JAC,False,51,0,30,1,1,331,0,13.0,4.0,0.0,-1.0,16.0
56082,MIA,NYJ,Sun,12,29,2013,17,R.Tannehill,MIA,True,40,0,20,1,3,204,0,8.0,4.0,0.0,-3.0,9.0
56082,MIA,NYJ,Sun,12,29,2013,17,G.Smith,NYJ,False,27,0,17,0,0,190,0,7.0,0.0,0.0,0.0,7.0
56082,MIA,NYJ,Sun,12,29,2013,17,B.Powell,NYJ,False,1,0,1,0,0,30,0,1.0,0.0,0.0,0.0,1.0
56083,MIN,DET,Sun,12,29,2013,17,M.Cassel,MIN,True,33,0,20,1,1,189,0,7.0,4.0,0.0,-1.0,10.0
56083,MIN,DET,Sun,12,29,2013,17,M.Stafford,DET,False,33,0,22,1,0,217,0,8.0,4.0,0.0,0.0,12.0
