Gamekey,Home_team,Away_Team,Day_of_week,Month,Day,Year,Week,Player_Short_Name,Player_Team,Home_Team,passing_att,passing_incmp,passing_cmp,passing_tds,passing_int,passing_yds,passing_twoptm,passing_yds_FF_pts,passing_tds_FF_pts,passing_twopt_FF_pts,intercept_FF_pts,total_FF_pts
55918,HOU,STL,Sun,10,13,2013,6,M.Schaub,HOU,True,21,0,15,0,0,186,0,7.0,0.0,0.0,0.0,7.0
55918,HOU,STL,Sun,10,13,2013,6,S.Bradford,STL,False,16,0,12,3,0,117,0,4.0,12.0,0.0,0.0,16.0
55919,KC,OAK,Sun,10,13,2013,6,A.Smith,KC,True,31,0,14,0,0,128,0,5.0,0.0,0.0,0.0,5.0
55919,KC,OAK,Sun,10,13,2013,6,T.Pryor,OAK,False,34,0,18,1,3,216,0,8.0,4.0,0.0,-3.0,9.0
55920,MIN,CAR,Sun,10,13,2013,6,M.Cassel,MIN,True,44,0,32,1,2,241,0,9.0,4.0,0.0,-2.0,11.0
55920,MIN,CAR,Sun,10,13,2013,6,C.Newton,CAR,False,26,0,20,3,0,242,0,9.0,12.0,0.0,0.0,21.0
55921,NYJ,PIT,Sun,10,13,2013,6,G.Smith,NYJ,True,34,0,19,0,2,201,0,8.0,0.0,0.0,-2.0,6.0
55921,NYJ,PIT,Sun,10,13,2013,6,A.Brown,PIT,False,1,0,1,0,0,15,0,0.0,0.0,0.0,0.0,0.0
55921,NYJ,PIT,Sun,10,13,2013,6,B.Roethlisberger,PIT,False,30,0,23,1,0,264,0,10.0,4.0,0.0,0.0,14.0
55922,TB,PHI,Sun,10,13,2013,6,M.Glennon,TB,True,43,0,26,2,1,273,0,10.0,8.0,0.0,-1.0,17.0
55922,TB,PHI,Sun,10,13,2013,6,N.Foles,PHI,False,31,0,22,3,0,296,0,11.0,12.0,0.0,0.0,23.0
55923,DEN,JAC,Sun,10,13,2013,6,P.Manning,DEN,True,42,0,28,2,1,295,0,11.0,8.0,0.0,-1.0,18.0
55923,DEN,JAC,Sun,10,13,2013,6,C.Henne,JAC,False,42,0,27,0,2,303,0,12.0,0.0,0.0,-2.0,10.0
55924,SEA,TEN,Sun,10,13,2013,6,R.Wilson,SEA,True,31,0,23,0,0,257,0,10.0,0.0,0.0,0.0,10.0
55924,SEA,TEN,Sun,10,13,2013,6,R.Fitzpatrick,TEN,False,29,0,17,0,2,171,0,6.0,0.0,0.0,-2.0,4.0
55925,NE,NO,Sun,10,13,2013,6,T.Brady,NE,True,43,0,25,1,1,269,0,10.0,4.0,0.0,-1.0,13.0
55925,NE,NO,Sun,10,13,2013,6,D.Brees,NO,False,36,0,17,2,1,236,0,9.0,8.0,0.0,-1.0,16.0
55926,SF,ARI,Sun,10,13,2013,6,C.Kaepernick,SF,True,29,0,16,2,1,252,0,10.0,8.0,0.0,-1.0,17.0
55926,SF,ARI,Sun,10,13,2013,6,C.Palmer,ARI,False,41,0,25,2,2,298,0,11.0,8.0,0.0,-2.0,17.0
55927,DAL,WAS,Sun,10,13,2013,6,T.Romo,DAL,True,30,0,18,1,1,170,0,6.0,4.0,0.0,-1.0,9.0
55927,DAL,WAS,Sun,10,13,2013,6,R.Griffin,WAS,False,39,0,19,0,1,246,0,9.0,0.0,0.0,-1.0,8.0
55928,SD,IND,Mon,10,14,2013,6,P.Rivers,SD,True,33,0,22,1,0,237,0,9.0,4.0,0.0,0.0,13.0
55928,SD,IND,Mon,10,14,2013,6,A.Luck,IND,False,30,0,18,0,1,202,0,8.0,0.0,0.0,-1.0,7.0
55929,ARI,SEA,Thu,10,17,2013,7,C.Palmer,ARI,True,45,0,30,1,2,258,0,10.0,4.0,0.0,-2.0,12.0
55929,ARI,SEA,Thu,10,17,2013,7,R.Wilson,SEA,False,29,0,18,3,0,235,0,9.0,12.0,0.0,0.0,21.0
55930,ATL,TB,Sun,10,20,2013,7,M.Ryan,ATL,True,26,0,20,3,0,273,0,10.0,12.0,0.0,0.0,22.0
55930,ATL,TB,Sun,10,20,2013,7,M.Glennon,TB,False,44,0,26,2,0,256,0,10.0,8.0,0.0,0.0,18.0
55931,CAR,STL,Sun,10,20,2013,7,C.Newton,CAR,True,17,0,15,1,0,204,0,8.0,4.0,0.0,0.0,12.0
55931,CAR,STL,Sun,10,20,2013,7,S.Bradford,STL,False,30,0,21,1,1,255,0,10.0,4.0,0.0,-1.0,13.0
55931,CAR,STL,Sun,10,20,2013,7,K.Clemens,STL,False,4,0,2,0,0,19,0,0.0,0.0,0.0,0.0,0.0
55932,DET,CIN,Sun,10,20,2013,7,M.Stafford,DET,True,51,0,28,3,0,357,0,14.0,12.0,0.0,0.0,26.0
55932,DET,CIN,Sun,10,20,2013,7,A.Dalton,CIN,False,34,0,24,3,0,372,0,14.0,12.0,0.0,0.0,26.0
55940,GB,CLE,Sun,10,20,2013,7,A.Rodgers,GB,True,36,0,25,3,0,260,0,10.0,12.0,0.0,0.0,22.0
55940,GB,CLE,Sun,10,20,2013,7,B.Weeden,CLE,False,42,0,17,1,1,149,0,5.0,4.0,0.0,-1.0,8.0
55933,JAC,SD,Sun,10,20,2013,7,C.Henne,JAC,True,36,0,23,0,1,318,0,12.0,0.0,0.0,-1.0,11.0
55933,JAC,SD,Sun,10,20,2013,7,P.Rivers,SD,False,26,0,22,1,0,285,0,11.0,4.0,0.0,0.0,15.0
55934,KC,HOU,Sun,10,20,2013,7,A.Smith,KC,True,34,0,23,0,1,240,0,9.0,0.0,0.0,-1.0,8.0
55934,KC,HOU,Sun,10,20,2013,7,C.Keenum,HOU,False,25,0,15,1,0,271,0,10.0,4.0,0.0,0.0,14.0
55935,MIA,BUF,Sun,10,20,2013,7,R.Tannehill,MIA,True,37,0,19,3,2,194,0,7.0,12.0,0.0,-2.0,17.0
55935,MIA,BUF,Sun,10,20,2013,7,T.Lewis,BUF,False,32,0,21,0,1,202,0,8.0,0.0,0.0,-1.0,7.0
55936,NYJ,NE,Sun,10,20,2013,7,G.Smith,NYJ,True,33,0,17,1,1,233,0,9.0,4.0,0.0,-1.0,12.0
55936,NYJ,NE,Sun,10,20,2013,7,T.Brady,NE,False,46,0,22,0,1,228,0,9.0,0.0,0.0,-1.0,8.0
55937,PHI,DAL,Sun,10,20,2013,7,M.Barkley,PHI,True,20,0,11,0,3,129,0,5.0,0.0,0.0,-3.0,2.0
55937,PHI,DAL,Sun,10,20,2013,7,N.Foles,PHI,True,29,0,11,0,0,80,0,3.0,0.0,0.0,0.0,3.0
55937,PHI,DAL,Sun,10,20,2013,7,T.Romo,DAL,False,47,0,28,1,2,317,0,12.0,4.0,0.0,-2.0,14.0
55938,WAS,CHI,Sun,10,20,2013,7,R.Griffin,WAS,True,29,0,18,2,1,298,0,11.0,8.0,0.0,-1.0,18.0
55938,WAS,CHI,Sun,10,20,2013,7,J.McCown,CHI,False,20,0,14,1,0,204,0,8.0,4.0,0.0,0.0,12.0
55938,WAS,CHI,Sun,10,20,2013,7,J.Cutler,CHI,False,8,0,3,0,1,28,0,1.0,0.0,0.0,-1.0,0.0
55939,TEN,SF,Sun,10,20,2013,7,J.Locker,TEN,True,41,0,25,2,1,326,0,13.0,8.0,0.0,-1.0,20.0
55939,TEN,SF,Sun,10,20,2013,7,C.Kaepernick,SF,False,21,0,13,0,0,199,0,7.0,0.0,0.0,0.0,7.0
55941,PIT,BAL,Sun,10,20,2013,7,B.Roethlisberger,PIT,True,23,0,17,1,0,160,0,6.0,4.0,0.0,0.0,10.0
55941,PIT,BAL,Sun,10,20,2013,7,J.Flacco,BAL,False,34,0,24,1,0,215,0,8.0,4.0,0.0,0.0,12.0
55942,IND,DEN,Sun,10,20,2013,7,A.Luck,IND,True,38,0,21,3,0,228,0,9.0,12.0,0.0,0.0,21.0
55942,IND,DEN,Sun,10,20,2013,7,P.Manning,DEN,False,49,0,29,3,1,386,0,15.0,12.0,0.0,-1.0,26.0
55943,NYG,MIN,Mon,10,21,2013,7,E.Manning,NYG,True,39,0,23,1,0,200,0,8.0,4.0,0.0,0.0,12.0
55943,NYG,MIN,Mon,10,21,2013,7,J.Freeman,MIN,False,53,0,20,0,1,190,0,7.0,0.0,0.0,-1.0,6.0
55944,TB,CAR,Thu,10,24,2013,8,M.Glennon,TB,True,51,0,30,1,0,275,0,11.0,4.0,0.0,0.0,15.0
55944,TB,CAR,Thu,10,24,2013,8,C.Newton,CAR,False,32,0,23,2,0,221,0,8.0,8.0,0.0,0.0,16.0
55945,DET,DAL,Sun,10,27,2013,8,M.Stafford,DET,True,48,0,33,1,2,488,0,19.0,4.0,0.0,-2.0,21.0
55945,DET,DAL,Sun,10,27,2013,8,T.Romo,DAL,False,30,0,14,3,0,204,0,8.0,12.0,0.0,0.0,20.0
55946,JAC,SF,Sun,10,27,2013,8,C.Henne,JAC,True,45,0,29,1,0,228,0,9.0,4.0,0.0,0.0,13.0
55946,JAC,SF,Sun,10,27,2013,8,C.Kaepernick,SF,False,16,0,10,1,0,164,0,6.0,4.0,0.0,0.0,10.0
55946,JAC,SF,Sun,10,27,2013,8,C.McCoy,SF,False,1,0,1,0,0,13,0,0.0,0.0,0.0,0.0,0.0
55947,KC,CLE,Sun,10,27,2013,8,A.Smith,KC,True,36,0,24,2,0,225,0,9.0,8.0,0.0,0.0,17.0
55947,KC,CLE,Sun,10,27,2013,8,J.Campbell,CLE,False,36,0,22,2,0,293,0,11.0,8.0,0.0,0.0,19.0
55948,NE,MIA,Sun,10,27,2013,8,T.Brady,NE,True,22,0,13,1,1,116,0,4.0,4.0,0.0,-1.0,7.0
55948,NE,MIA,Sun,10,27,2013,8,R.Tannehill,MIA,False,42,0,22,2,2,192,0,7.0,8.0,0.0,-2.0,13.0
55949,NO,BUF,Sun,10,27,2013,8,D.Brees,NO,True,34,0,26,5,0,332,0,13.0,20.0,0.0,0.0,33.0
55949,NO,BUF,Sun,10,27,2013,8,T.Lewis,BUF,False,39,0,22,1,1,234,0,9.0,4.0,0.0,-1.0,12.0
55950,PHI,NYG,Sun,10,27,2013,8,M.Barkley,PHI,True,26,0,17,0,1,158,0,6.0,0.0,0.0,-1.0,5.0
55950,PHI,NYG,Sun,10,27,2013,8,M.Vick,PHI,True,9,0,6,0,1,31,0,1.0,0.0,0.0,-1.0,0.0
55950,PHI,NYG,Sun,10,27,2013,8,E.Manning,NYG,False,39,0,25,0,0,246,0,9.0,0.0,0.0,0.0,9.0
55951,OAK,PIT,Sun,10,27,2013,8,T.Pryor,OAK,True,19,0,10,0,2,87,0,3.0,0.0,0.0,-2.0,1.0
55951,OAK,PIT,Sun,10,27,2013,8,B.Roethlisberger,PIT,False,45,0,29,1,2,275,0,11.0,4.0,0.0,-2.0,13.0
55952,CIN,NYJ,Sun,10,27,2013,8,A.Dalton,CIN,True,30,0,19,5,1,325,0,13.0,20.0,0.0,-1.0,32.0
55952,CIN,NYJ,Sun,10,27,2013,8,G.Smith,NYJ,False,30,0,20,0,2,159,0,6.0,0.0,0.0,-2.0,4.0
55952,CIN,NYJ,Sun,10,27,2013,8,M.Simms,NYJ,False,7,0,3,0,0,17,0,0.0,0.0,0.0,0.0,0.0
55953,ARI,ATL,Sun,10,27,2013,8,C.Palmer,ARI,True,18,0,13,2,1,172,0,6.0,8.0,0.0,-1.0,13.0
55953,ARI,ATL,Sun,10,27,2013,8,M.Ryan,ATL,False,61,0,34,1,4,301,0,12.0,4.0,0.0,-4.0,12.0
55954,DEN,WAS,Sun,10,27,2013,8,P.Manning,DEN,True,44,0,30,4,3,354,0,14.0,16.0,0.0,-3.0,27.0
55954,DEN,WAS,Sun,10,27,2013,8,R.Griffin,WAS,False,30,0,15,1,2,132,0,5.0,4.0,0.0,-2.0,7.0
55954,DEN,WAS,Sun,10,27,2013,8,K.Cousins,WAS,False,9,0,5,0,2,48,0,1.0,0.0,0.0,-2.0,-1.0
55955,MIN,GB,Sun,10,27,2013,8,C.Ponder,MIN,True,21,0,14,0,0,145,0,5.0,0.0,0.0,0.0,5.0
55955,MIN,GB,Sun,10,27,2013,8,A.Rodgers,GB,False,29,0,24,2,0,285,0,11.0,8.0,0.0,0.0,19.0
55956,STL,SEA,Mon,10,28,2013,8,K.Clemens,STL,True,31,0,15,0,2,158,0,6.0,0.0,0.0,-2.0,4.0
55956,STL,SEA,Mon,10,28,2013,8,R.Wilson,SEA,False,18,0,10,2,0,139,0,5.0,8.0,0.0,0.0,13.0
55957,MIA,CIN,Thu,10,31,2013,9,R.Tannehill,MIA,True,28,0,20,0,0,208,0,8.0,0.0,0.0,0.0,8.0
55957,MIA,CIN,Thu,10,31,2013,9,A.Dalton,CIN,False,53,0,32,0,3,338,0,13.0,0.0,0.0,-3.0,10.0
55958,BUF,KC,Sun,11,3,2013,9,J.Tuel,BUF,True,39,0,18,1,2,229,0,9.0,4.0,0.0,-2.0,11.0
55958,BUF,KC,Sun,11,3,2013,9,A.Smith,KC,False,29,0,19,0,0,124,0,4.0,0.0,0.0,0.0,4.0
55959,CAR,ATL,Sun,11,3,2013,9,C.Newton,CAR,True,37,0,23,1,2,249,0,9.0,4.0,0.0,-2.0,11.0
55959,CAR,ATL,Sun,11,3,2013,9,M.Ryan,ATL,False,27,0,20,1,3,219,0,8.0,4.0,0.0,-3.0,9.0
55960,DAL,MIN,Sun,11,3,2013,9,T.Romo,DAL,True,51,0,34,2,1,337,0,13.0,8.0,0.0,-1.0,20.0
55960,DAL,MIN,Sun,11,3,2013,9,C.Ponder,MIN,False,37,0,25,1,1,236,0,9.0,4.0,0.0,-1.0,12.0
55961,NYJ,NO,Sun,11,3,2013,9,G.Smith,NYJ,True,19,0,8,0,0,115,0,4.0,0.0,0.0,0.0,4.0
55961,NYJ,NO,Sun,11,3,2013,9,J.Cribbs,NYJ,True,1,0,1,0,0,25,0,1.0,0.0,0.0,0.0,1.0
55961,NYJ,NO,Sun,11,3,2013,9,D.Brees,NO,False,51,0,30,2,2,382,0,15.0,8.0,0.0,-2.0,21.0
55962,STL,TEN,Sun,11,3,2013,9,K.Clemens,STL,True,35,0,20,1,0,210,0,8.0,4.0,0.0,0.0,12.0
55962,STL,TEN,Sun,11,3,2013,9,J.Locker,TEN,False,22,0,13,0,2,185,0,7.0,0.0,0.0,-2.0,5.0
55963,WAS,SD,Sun,11,3,2013,9,R.Griffin,WAS,True,32,0,23,0,1,291,0,11.0,0.0,0.0,-1.0,10.0
55963,WAS,SD,Sun,11,3,2013,9,P.Rivers,SD,False,46,0,29,2,2,341,0,13.0,8.0,0.0,-2.0,19.0
55964,OAK,PHI,Sun,11,3,2013,9,T.Pryor,OAK,True,41,0,22,0,2,288,0,11.0,0.0,0.0,-2.0,9.0
55964,OAK,PHI,Sun,11,3,2013,9,M.McGloin,OAK,True,15,0,7,0,0,87,0,3.0,0.0,0.0,0.0,3.0
55964,OAK,PHI,Sun,11,3,2013,9,M.Barkley,PHI,False,3,0,2,0,0,13,0,0.0,0.0,0.0,0.0,0.0
55964,OAK,PHI,Sun,11,3,2013,9,N.Foles,PHI,False,28,0,22,7,0,406,0,16.0,28.0,0.0,0.0,44.0
55965,SEA,TB,Sun,11,3,2013,9,R.Wilson,SEA,True,26,0,19,2,2,217,0,8.0,8.0,0.0,-2.0,14.0
55965,SEA,TB,Sun,11,3,2013,9,M.Glennon,TB,False,23,0,17,2,0,168,0,6.0,8.0,0.0,0.0,14.0
55965,SEA,TB,Sun,11,3,2013,9,M.James,TB,False,1,0,1,1,0,2,0,0.0,4.0,0.0,0.0,4.0
55966,CLE,BAL,Sun,11,3,2013,9,J.Campbell,CLE,True,35,0,23,3,0,262,0,10.0,12.0,0.0,0.0,22.0
55966,CLE,BAL,Sun,11,3,2013,9,B.Weeden,CLE,True,2,0,1,0,0,-2,0,-1.0,0.0,0.0,0.0,-1.0
55966,CLE,BAL,Sun,11,3,2013,9,J.Flacco,BAL,False,41,0,24,2,1,250,1,10.0,8.0,2.0,-1.0,19.0
55967,NE,PIT,Sun,11,3,2013,9,T.Brady,NE,True,33,0,23,4,0,432,0,17.0,16.0,0.0,0.0,33.0
55967,NE,PIT,Sun,11,3,2013,9,B.Roethlisberger,PIT,False,48,0,28,4,2,400,0,16.0,16.0,0.0,-2.0,30.0
55968,HOU,IND,Sun,11,3,2013,9,C.Keenum,HOU,True,34,0,20,3,0,350,0,14.0,12.0,0.0,0.0,26.0
55968,HOU,IND,Sun,11,3,2013,9,A.Luck,IND,False,40,0,18,3,0,271,1,10.0,12.0,2.0,0.0,24.0
55969,GB,CHI,Mon,11,4,2013,9,A.Rodgers,GB,True,2,0,1,0,0,27,0,1.0,0.0,0.0,0.0,1.0
55969,GB,CHI,Mon,11,4,2013,9,S.Wallace,GB,True,19,0,11,0,1,114,0,4.0,0.0,0.0,-1.0,3.0
55969,GB,CHI,Mon,11,4,2013,9,J.McCown,CHI,False,41,0,22,2,0,272,0,10.0,8.0,0.0,0.0,18.0
55970,MIN,WAS,Thu,11,7,2013,10,C.Ponder,MIN,True,21,0,17,2,1,174,0,6.0,8.0,0.0,-1.0,13.0
55970,MIN,WAS,Thu,11,7,2013,10,M.Cassel,MIN,True,6,0,4,0,0,47,0,1.0,0.0,0.0,0.0,1.0
55970,MIN,WAS,Thu,11,7,2013,10,R.Griffin,WAS,False,37,0,24,3,0,281,0,11.0,12.0,0.0,0.0,23.0
55971,ATL,SEA,Sun,11,10,2013,10,M.Ryan,ATL,True,36,0,23,1,0,172,0,6.0,4.0,0.0,0.0,10.0
55971,ATL,SEA,Sun,11,10,2013,10,R.Wilson,SEA,False,26,0,19,2,0,287,0,11.0,8.0,0.0,0.0,19.0
55972,BAL,CIN,Sun,11,10,2013,10,J.Flacco,BAL,True,36,0,20,2,2,140,0,5.0,8.0,0.0,-2.0,11.0
55972,BAL,CIN,Sun,11,10,2013,10,A.Dalton,CIN,False,51,0,24,2,3,274,0,10.0,8.0,0.0,-3.0,15.0
55973,CHI,DET,Sun,11,10,2013,10,J.McCown,CHI,True,9,0,6,1,0,62,0,2.0,4.0,0.0,0.0,6.0
55973,CHI,DET,Sun,11,10,2013,10,J.Cutler,CHI,True,40,0,21,1,1,250,0,10.0,4.0,0.0,-1.0,13.0
55973,CHI,DET,Sun,11,10,2013,10,M.Stafford,DET,False,35,0,18,3,1,219,0,8.0,12.0,0.0,-1.0,19.0
55974,GB,PHI,Sun,11,10,2013,10,S.Tolzien,GB,True,39,0,24,1,2,280,0,11.0,4.0,0.0,-2.0,13.0
55974,GB,PHI,Sun,11,10,2013,10,S.Wallace,GB,True,5,0,5,0,0,25,0,1.0,0.0,0.0,0.0,1.0
55974,GB,PHI,Sun,11,10,2013,10,N.Foles,PHI,False,18,0,12,3,0,228,0,9.0,12.0,0.0,0.0,21.0
55975,IND,STL,Sun,11,10,2013,10,M.Hasselbeck,IND,True,5,0,2,0,1,68,0,2.0,0.0,0.0,-1.0,1.0
55975,IND,STL,Sun,11,10,2013,10,A.Luck,IND,True,47,0,29,1,3,353,1,14.0,4.0,2.0,-3.0,17.0
55975,IND,STL,Sun,11,10,2013,10,K.Clemens,STL,False,16,0,9,2,0,247,0,9.0,8.0,0.0,0.0,17.0
55976,NYG,OAK,Sun,11,10,2013,10,E.Manning,NYG,True,22,0,12,1,1,140,0,5.0,4.0,0.0,-1.0,8.0
55976,NYG,OAK,Sun,11,10,2013,10,T.Pryor,OAK,False,26,0,11,0,1,122,0,4.0,0.0,0.0,-1.0,3.0
55977,PIT,BUF,Sun,11,10,2013,10,B.Roethlisberger,PIT,True,30,0,18,1,1,204,0,8.0,4.0,0.0,-1.0,11.0
55977,PIT,BUF,Sun,11,10,2013,10,E.Manuel,BUF,False,39,0,22,1,1,155,0,6.0,4.0,0.0,-1.0,9.0
55978,TEN,JAC,Sun,11,10,2013,10,J.Locker,TEN,True,9,0,4,0,1,24,0,0.0,0.0,0.0,-1.0,-1.0
55978,TEN,JAC,Sun,11,10,2013,10,R.Fitzpatrick,TEN,True,33,0,22,2,0,264,0,10.0,8.0,0.0,0.0,18.0
55978,TEN,JAC,Sun,11,10,2013,10,C.Henne,JAC,False,23,0,14,0,2,180,0,7.0,0.0,0.0,-2.0,5.0
55979,SF,CAR,Sun,11,10,2013,10,C.Kaepernick,SF,True,22,0,11,0,1,91,0,3.0,0.0,0.0,-1.0,2.0
55979,SF,CAR,Sun,11,10,2013,10,C.Newton,CAR,False,32,0,16,0,1,169,0,6.0,0.0,0.0,-1.0,5.0
55980,ARI,HOU,Sun,11,10,2013,10,C.Palmer,ARI,True,32,0,20,2,1,241,0,9.0,8.0,0.0,-1.0,16.0
55980,ARI,HOU,Sun,11,10,2013,10,C.Keenum,HOU,False,43,0,22,3,0,201,0,8.0,12.0,0.0,0.0,20.0
55981,SD,DEN,Sun,11,10,2013,10,P.Rivers,SD,True,29,0,19,1,0,218,0,8.0,4.0,0.0,0.0,12.0
55981,SD,DEN,Sun,11,10,2013,10,P.Manning,DEN,False,36,0,25,4,0,330,0,13.0,16.0,0.0,0.0,29.0
55982,NO,DAL,Sun,11,10,2013,10,D.Brees,NO,True,41,0,34,4,0,392,0,15.0,16.0,0.0,0.0,31.0
55982,NO,DAL,Sun,11,10,2013,10,T.Romo,DAL,False,24,0,10,1,0,128,0,5.0,4.0,0.0,0.0,9.0
55983,TB,MIA,Mon,11,11,2013,10,M.Glennon,TB,True,21,0,11,1,1,139,0,5.0,4.0,0.0,-1.0,8.0
55983,TB,MIA,Mon,11,11,2013,10,R.Tannehill,MIA,False,42,0,27,2,1,229,0,9.0,8.0,0.0,-1.0,16.0
55984,TEN,IND,Thu,11,14,2013,11,R.Fitzpatrick,TEN,True,28,0,22,1,0,222,0,8.0,4.0,0.0,0.0,12.0
55984,TEN,IND,Thu,11,14,2013,11,A.Luck,IND,False,36,0,23,0,0,232,0,9.0,0.0,0.0,0.0,9.0
55985,BUF,NYJ,Sun,11,17,2013,11,E.Manuel,BUF,True,28,0,20,2,0,245,0,9.0,8.0,0.0,0.0,17.0
55985,BUF,NYJ,Sun,11,17,2013,11,G.Smith,NYJ,False,23,0,8,0,3,103,0,4.0,0.0,0.0,-3.0,1.0
55985,BUF,NYJ,Sun,11,17,2013,11,M.Simms,NYJ,False,6,0,4,1,0,60,0,2.0,4.0,0.0,0.0,6.0
55986,CHI,BAL,Sun,11,17,2013,11,J.McCown,CHI,True,31,0,19,1,0,216,0,8.0,4.0,0.0,0.0,12.0
55986,CHI,BAL,Sun,11,17,2013,11,J.Flacco,BAL,False,31,0,17,1,2,162,0,6.0,4.0,0.0,-2.0,8.0
55987,CIN,CLE,Sun,11,17,2013,11,A.Dalton,CIN,True,27,0,13,3,2,93,0,3.0,12.0,0.0,-2.0,13.0
55987,CIN,CLE,Sun,11,17,2013,11,M.Sanu,CIN,True,1,0,1,0,0,25,0,1.0,0.0,0.0,0.0,1.0
55987,CIN,CLE,Sun,11,17,2013,11,J.Campbell,CLE,False,56,0,27,1,3,248,0,9.0,4.0,0.0,-3.0,10.0
55988,HOU,OAK,Sun,11,17,2013,11,C.Keenum,HOU,True,24,0,13,1,1,170,0,6.0,4.0,0.0,-1.0,9.0
55988,HOU,OAK,Sun,11,17,2013,11,M.Schaub,HOU,True,25,0,12,0,0,155,0,6.0,0.0,0.0,0.0,6.0
55988,HOU,OAK,Sun,11,17,2013,11,M.McGloin,OAK,False,32,0,18,3,0,197,0,7.0,12.0,0.0,0.0,19.0
55989,JAC,ARI,Sun,11,17,2013,11,C.Henne,JAC,True,42,0,27,1,2,255,0,10.0,4.0,0.0,-2.0,12.0
55989,JAC,ARI,Sun,11,17,2013,11,C.Palmer,ARI,False,42,0,30,2,0,419,0,16.0,8.0,0.0,0.0,24.0
55990,MIA,SD,Sun,11,17,2013,11,R.Tannehill,MIA,True,35,0,22,1,1,268,0,10.0,4.0,0.0,-1.0,13.0
55990,MIA,SD,Sun,11,17,2013,11,P.Rivers,SD,False,34,0,22,1,1,298,0,11.0,4.0,0.0,-1.0,14.0
55991,PHI,WAS,Sun,11,17,2013,11,N.Foles,PHI,True,26,0,17,0,0,298,0,11.0,0.0,0.0,0.0,11.0
55991,PHI,WAS,Sun,11,17,2013,11,R.Griffin,WAS,False,35,0,17,2,1,264,1,10.0,8.0,2.0,-1.0,19.0
55992,PIT,DET,Sun,11,17,2013,11,B.Roethlisberger,PIT,True,45,0,29,4,0,367,0,14.0,16.0,0.0,0.0,30.0
55992,PIT,DET,Sun,11,17,2013,11,M.Stafford,DET,False,46,0,19,2,1,362,0,14.0,8.0,0.0,-1.0,21.0
55993,TB,ATL,Sun,11,17,2013,11,M.Glennon,TB,True,23,0,20,2,0,231,0,9.0,8.0,0.0,0.0,17.0
55993,TB,ATL,Sun,11,17,2013,11,M.Koenen,TB,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
55993,TB,ATL,Sun,11,17,2013,11,B.Rainey,TB,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
55993,TB,ATL,Sun,11,17,2013,11,Dom.Davis,ATL,False,7,0,5,0,0,34,1,1.0,0.0,2.0,0.0,3.0
55993,TB,ATL,Sun,11,17,2013,11,M.Ryan,ATL,False,36,0,19,2,2,254,0,10.0,8.0,0.0,-2.0,16.0
55994,DEN,KC,Sun,11,17,2013,11,P.Manning,DEN,True,40,0,24,1,0,323,0,12.0,4.0,0.0,0.0,16.0
55994,DEN,KC,Sun,11,17,2013,11,A.Smith,KC,False,45,0,21,2,0,230,0,9.0,8.0,0.0,0.0,17.0
55995,NO,SF,Sun,11,17,2013,11,D.Brees,NO,True,43,0,30,1,1,305,0,12.0,4.0,0.0,-1.0,15.0
55995,NO,SF,Sun,11,17,2013,11,C.Kaepernick,SF,False,31,0,17,2,1,127,0,5.0,8.0,0.0,-1.0,12.0
55996,SEA,MIN,Sun,11,17,2013,11,T.Jackson,SEA,True,3,0,1,0,0,6,0,0.0,0.0,0.0,0.0,0.0
55996,SEA,MIN,Sun,11,17,2013,11,R.Wilson,SEA,True,18,0,13,2,0,230,0,9.0,8.0,0.0,0.0,17.0
55996,SEA,MIN,Sun,11,17,2013,11,C.Ponder,MIN,False,22,0,13,1,2,129,0,5.0,4.0,0.0,-2.0,7.0
55996,SEA,MIN,Sun,11,17,2013,11,M.Cassel,MIN,False,13,0,5,1,1,78,0,3.0,4.0,0.0,-1.0,6.0
55997,NYG,GB,Sun,11,17,2013,11,E.Manning,NYG,True,35,0,25,1,1,279,0,11.0,4.0,0.0,-1.0,14.0
55997,NYG,GB,Sun,11,17,2013,11,S.Tolzien,GB,False,34,0,24,0,3,339,0,13.0,0.0,0.0,-3.0,10.0
55998,CAR,NE,Mon,11,18,2013,11,C.Newton,CAR,True,28,0,19,3,0,209,0,8.0,12.0,0.0,0.0,20.0
55998,CAR,NE,Mon,11,18,2013,11,T.Brady,NE,False,40,0,29,1,1,296,0,11.0,4.0,0.0,-1.0,14.0
55999,ATL,NO,Thu,11,21,2013,12,M.Ryan,ATL,True,39,0,30,0,0,292,0,11.0,0.0,0.0,0.0,11.0
55999,ATL,NO,Thu,11,21,2013,12,D.Brees,NO,False,33,0,23,2,0,278,0,11.0,8.0,0.0,0.0,19.0
56000,BAL,NYJ,Sun,11,24,2013,12,J.Flacco,BAL,True,26,0,17,1,1,273,0,10.0,4.0,0.0,-1.0,13.0
56000,BAL,NYJ,Sun,11,24,2013,12,T.Taylor,BAL,True,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
56000,BAL,NYJ,Sun,11,24,2013,12,G.Smith,NYJ,False,22,0,9,0,2,127,0,5.0,0.0,0.0,-2.0,3.0
56000,BAL,NYJ,Sun,11,24,2013,12,J.Cribbs,NYJ,False,2,0,1,0,0,13,0,0.0,0.0,0.0,0.0,0.0
